Waktu,Sudut_Servo,Sensor_1,Sensor_2,Sensor_3,Sensor_4,Sensor_5,Sensor_6,Sensor_7,Sensor_8
17:00:25.046,12.2,7.9,7.9,6.9,7.9,7.6,8.5,8.2,8.5
17:00:25.231,15.6,7.9,7.5,6.9,7.9,7.9,8.5,9.6,8.5
17:00:25.419,19.0,7.6,7.5,6.9,7.9,7.9,8.5,9.5,8.5
17:00:25.607,22.4,7.5,7.5,6.9,7.9,7.9,8.5,9.6,8.2
17:00:25.794,25.7,7.6,7.5,6.9,6.9,8.2,8.9,9.5,8.2
17:00:25.983,29.1,8.5,7.2,6.9,6.9,8.2,8.9,9.5,8.2
17:00:26.170,32.5,8.5,7.2,6.9,7.2,7.2,7.9,9.6,8.2
17:00:26.359,35.9,8.2,7.2,6.9,7.2,7.2,7.9,8.2,9.2
17:00:26.546,39.3,8.2,8.2,6.9,7.2,7.6,8.2,8.2,9.2
17:00:26.738,42.6,7.9,8.2,7.9,7.2,7.6,8.2,8.2,9.2
17:00:26.921,46.0,7.9,7.9,7.9,7.2,7.6,8.5,8.2,8.9
17:00:27.115,49.4,8.9,7.9,7.5,7.2,6.6,8.9,8.5,8.9
17:00:27.298,52.8,8.9,7.9,7.5,7.2,6.6,7.9,8.5,8.9
17:00:27.485,56.2,8.5,7.5,7.5,7.2,6.9,7.9,8.5,8.9
17:00:27.673,59.5,8.5,7.5,7.2,7.5,6.9,7.9,8.5,8.9
17:00:27.862,62.9,8.2,8.5,7.2,7.2,6.9,8.2,8.8,8.9
17:00:28.049,66.3,8.2,8.5,7.2,7.2,7.2,8.2,8.9,8.9
17:00:28.238,69.7,8.2,8.2,6.9,7.2,7.2,8.2,7.9,8.9
17:00:28.425,73.1,8.2,8.2,6.9,7.2,7.2,8.5,7.9,8.9
17:00:28.630,76.5,9.3,7.9,7.9,7.2,7.2,7.6,8.2,8.9
17:00:28.802,79.8,9.2,7.9,7.9,7.2,7.6,7.5,8.5,9.2
17:00:28.988,83.2,9.2,8.8,7.9,7.2,7.5,7.6,8.5,9.2
17:00:29.177,86.6,8.9,8.9,7.5,7.2,7.6,6.6,7.5,9.2
17:00:29.365,90.0,8.9,8.5,7.5,6.9,7.6,6.6,7.9,9.2
17:00:29.552,93.4,8.9,8.5,7.5,7.9,7.5,6.6,7.9,8.2
17:00:29.754,96.8,8.9,8.5,8.5,7.9,7.6,6.9,7.9,8.2
17:00:29.928,100.1,8.9,8.2,8.2,7.9,7.6,6.9,8.2,8.2
17:00:30.120,103.5,8.9,8.2,8.2,7.5,7.5,6.9,8.2,8.5
17:00:30.304,106.9,8.9,9.6,8.2,7.5,7.6,7.2,7.2,8.5
17:00:30.493,110.3,8.9,9.2,7.9,7.5,7.5,7.2,7.2,8.9
17:00:30.680,113.7,8.9,9.2,7.9,7.2,7.2,7.2,7.5,7.9
17:00:30.869,117.1,9.2,9.2,8.9,7.2,7.2,7.5,7.5,7.9
17:00:31.057,120.4,9.2,8.9,8.5,8.2,7.2,7.6,7.5,8.2
17:00:31.247,123.8,9.2,8.9,8.5,8.2,7.2,7.6,7.9,8.2
17:00:31.431,127.2,9.2,8.9,8.5,7.8,6.9,7.6,7.9,8.5
17:00:31.621,130.6,8.2,8.9,8.2,7.9,6.9,7.5,6.9,7.5
17:00:31.807,134.0,8.2,8.9,8.2,7.8,7.9,7.6,6.9,7.5
17:00:31.995,137.3,8.2,8.9,9.2,7.5,6.6,7.6,7.2,7.9
17:00:32.184,140.7,8.5,8.8,9.2,7.5,7.9,7.6,7.2,7.9
17:00:32.371,144.1,8.5,8.9,9.2,8.5,7.6,7.5,7.2,7.9
17:00:32.560,147.5,8.9,8.9,9.2,8.5,7.6,7.2,7.2,6.9
17:00:32.748,150.9,7.9,8.9,8.8,8.2,7.6,7.2,7.2,7.2
17:00:32.938,154.3,7.9,9.2,8.8,8.2,7.2,7.2,7.5,7.2
17:00:33.126,157.6,8.2,9.2,8.5,7.9,8.2,6.9,7.5,7.2
17:00:33.311,161.0,8.2,9.2,8.5,9.2,8.2,6.9,7.5,7.5
17:00:33.500,164.4,8.6,9.2,8.5,8.9,8.2,6.9,7.5,7.5
