Waktu,Sudut_Derajat,Jarak_cm,Koordinat_X,Koordinat_Y
16:41:36.276,12.1,75.5,73.82,15.83
16:41:36.276,57.1,16.1,8.75,13.52
16:41:36.276,102.1,25.3,-5.3,24.74
16:41:36.276,147.1,25.6,-21.49,13.91
16:41:36.276,192.1,20.6,-20.14,-4.32
16:41:36.276,237.1,56.9,-30.91,-47.77
16:41:36.276,282.1,51.8,10.86,-50.65
16:41:36.276,327.1,106.7,89.59,-57.96
16:41:36.378,13.6,74.6,72.51,17.54
16:41:36.378,58.6,16.1,8.39,13.74
16:41:36.378,103.6,25.4,-5.97,24.69
16:41:36.378,148.6,25.6,-21.85,13.34
16:41:36.378,193.6,20.3,-19.73,-4.77
16:41:36.378,283.6,55.9,13.14,-54.33
16:41:36.378,328.6,106.7,91.07,-55.59
16:41:37.093,15.6,74.7,71.95,20.09
16:41:37.093,60.6,16.0,7.85,13.94
16:41:37.093,105.6,18.3,-4.92,17.63
16:41:37.093,150.6,26.8,-23.35,13.16
16:41:37.093,195.6,20.6,-19.84,-5.54
16:41:37.093,240.6,50.7,-24.89,-44.17
16:41:37.093,285.6,49.7,13.37,-47.87
16:41:37.093,330.6,107.2,93.39,-52.62
16:41:37.666,17.1,75.0,71.68,22.05
16:41:37.666,62.1,16.1,7.53,14.23
16:41:37.666,107.1,25.3,-7.44,24.18
16:41:37.666,152.1,26.8,-23.68,12.54
16:41:37.666,197.1,21.6,-20.65,-6.35
16:41:37.666,242.1,42.1,-19.7,-37.21
16:41:37.666,287.1,49.4,14.53,-47.22
16:41:37.666,332.1,107.2,94.74,-50.16
16:41:37.667,18.6,74.6,70.7,23.79
16:41:37.667,63.6,16.1,7.16,14.42
16:41:37.667,108.6,25.1,-8.01,23.79
16:41:37.667,153.6,26.2,-23.47,11.65
16:41:37.667,198.6,20.3,-19.24,-6.47
16:41:37.667,243.6,42.1,-18.72,-37.71
16:41:37.667,288.6,46.4,14.8,-43.98
16:41:37.667,333.6,107.3,96.11,-47.71
16:41:37.667,20.1,73.2,68.74,25.16
16:41:37.667,65.1,16.0,6.74,14.51
16:41:37.667,110.1,25.1,-8.63,23.57
16:41:37.667,155.1,25.3,-22.95,10.65
16:41:37.667,200.1,20.3,-19.06,-6.98
16:41:37.667,245.1,43.2,-18.19,-39.18
16:41:37.667,290.1,48.6,16.7,-45.64
16:41:37.667,335.1,107.4,97.42,-45.22
16:41:37.668,21.7,73.7,68.48,27.25
16:41:37.668,66.7,16.1,6.37,14.79
16:41:37.668,111.7,20.2,-7.47,18.77
16:41:37.668,156.7,26.5,-24.34,10.48
16:41:37.668,201.7,20.3,-18.86,-7.51
16:41:37.668,246.7,42.3,-16.73,-38.85
16:41:37.668,291.7,52.5,19.41,-48.78
16:41:37.668,336.7,107.8,99.01,-42.64
16:41:37.668,23.2,73.1,67.19,28.8
16:41:37.668,68.2,17.0,6.31,15.78
16:41:37.668,113.2,26.5,-10.44,24.36
16:41:37.668,158.2,25.6,-23.77,9.51
16:41:37.668,203.2,20.3,-18.66,-8.0
16:41:37.668,248.2,41.8,-15.52,-38.81
16:41:37.668,293.2,44.2,17.41,-40.63
16:41:37.668,338.2,107.5,99.81,-39.92
16:41:37.668,24.7,73.1,66.41,30.55
16:41:37.668,69.7,17.0,5.9,15.94
16:41:37.668,114.7,17.3,-7.23,15.72
16:41:37.668,159.7,26.5,-24.85,9.19
16:41:37.668,204.7,21.6,-19.62,-9.03
16:41:37.668,249.7,41.8,-14.5,-39.2
16:41:37.668,294.7,45.8,19.14,-41.61
16:41:37.668,339.7,108.8,102.04,-37.75
16:41:37.668,26.2,72.7,65.23,32.1
16:41:37.668,71.2,16.7,5.38,15.81
16:41:37.668,116.2,16.0,-7.06,14.36
16:41:37.668,161.2,25.1,-23.76,8.09
16:41:37.668,206.2,22.6,-20.28,-9.98
16:41:37.668,251.2,41.4,-13.34,-39.19
16:41:37.668,296.2,29.6,13.07,-26.56
16:41:37.668,341.2,48.0,45.44,-15.47
16:41:37.669,27.6,73.1,64.78,33.87
16:41:37.669,72.6,16.7,4.99,15.94
16:41:37.669,117.6,16.0,-7.41,14.18
16:41:37.669,162.6,24.2,-23.09,7.24
16:41:37.669,207.6,24.3,-21.53,-11.26
16:41:37.669,252.6,40.9,-12.23,-39.03
16:41:37.669,297.6,31.4,14.55,-27.83
16:41:37.669,342.6,47.3,45.14,-14.14
16:41:37.669,29.1,73.1,63.87,35.55
16:41:37.669,74.1,16.7,4.58,16.06
16:41:37.669,119.1,17.3,-8.41,15.12
16:41:37.669,164.1,24.2,-23.27,6.63
16:41:37.669,209.1,22.2,-19.4,-10.8
16:41:37.669,254.1,40.0,-10.96,-38.47
16:41:37.669,299.1,33.5,16.29,-29.27
16:41:37.669,344.1,108.3,104.16,-29.67
16:41:37.669,30.5,72.7,62.64,36.9
16:41:37.669,75.5,16.4,4.11,15.88
16:41:37.669,120.5,17.6,-8.93,15.16
16:41:37.669,165.5,23.3,-22.56,5.83
16:41:37.669,210.5,46.7,-40.24,-23.7
16:41:37.669,255.5,40.0,-10.02,-38.73
16:41:37.669,300.5,33.5,17.0,-28.86
16:41:37.669,345.5,197.1,190.82,-49.35
16:41:37.670,32.1,72.7,61.59,38.63
16:41:37.670,77.1,17.3,3.86,16.86
16:41:37.670,122.1,18.9,-10.04,16.01
16:41:37.670,167.1,25.3,-24.66,5.65
16:41:37.670,212.1,36.1,-30.58,-19.18
16:41:37.670,257.1,40.0,-8.93,-38.99
16:41:37.670,302.1,33.3,17.7,-28.21
16:41:37.670,347.1,50.3,49.03,-11.23
16:41:37.670,33.6,73.6,61.3,40.73
16:41:37.670,78.6,17.3,3.42,16.96
16:41:37.670,123.6,18.9,-10.46,15.74
16:41:37.670,168.6,26.2,-25.68,5.18
16:41:37.670,213.6,37.5,-31.23,-20.75
16:41:37.670,258.6,40.0,-7.91,-39.21
16:41:37.670,303.6,34.3,18.98,-28.57
16:41:37.670,348.6,197.5,193.6,-39.04
16:41:37.671,35.2,73.2,59.82,42.19
16:41:37.671,80.2,17.0,2.89,16.75
16:41:37.671,125.2,18.0,-10.38,14.71
16:41:37.671,170.2,24.8,-24.44,4.22
16:41:37.671,215.2,45.7,-37.34,-26.34
16:41:37.671,260.2,40.0,-6.81,-39.42
16:41:37.671,305.2,34.0,19.6,-27.78
16:41:37.671,350.2,197.5,194.62,-33.62
16:41:37.671,36.8,73.7,59.01,44.15
16:41:37.671,81.8,18.0,2.57,17.82
16:41:37.671,126.8,16.7,-10.0,13.37
16:41:37.671,171.8,23.9,-23.66,3.41
16:41:37.671,216.8,37.2,-29.79,-22.28
16:41:37.671,261.8,40.0,-5.71,-39.59
16:41:37.671,306.8,35.6,21.33,-28.51
16:41:37.671,351.8,197.5,195.48,-28.17
16:41:37.733,38.4,73.7,57.76,45.78
16:41:37.733,83.4,19.0,2.18,18.87
16:41:37.733,128.4,16.7,-10.37,13.09
16:41:37.733,173.4,24.8,-24.64,2.85
16:41:37.733,218.4,44.0,-34.48,-27.33
16:41:37.733,263.4,40.0,-4.6,-39.73
16:41:37.733,308.4,38.2,23.73,-29.94
16:41:37.733,353.4,63.0,62.58,-7.24
16:41:37.835,39.9,73.3,56.23,47.02
16:41:37.835,84.9,19.9,1.77,19.82
