Waktu,Sudut_Servo,Sensor_1,Sensor_2,Sensor_3,Sensor_4,Sensor_5,Sensor_6,Sensor_7,Sensor_8
01:46:46.130,0.0,90.6,81.9,31.2,29.9,53.5,59.5,49.4,90.0
01:46:46.584,5.0,90.6,81.0,29.9,29.9,53.5,59.5,49.4,89.6
01:46:47.033,10.0,90.6,81.0,30.7,29.9,53.5,59.1,49.0,89.2
01:46:47.483,15.0,90.6,80.5,30.7,29.2,44.2,59.1,49.4,89.7
01:46:47.958,20.0,90.6,80.9,30.7,29.2,44.3,59.0,49.4,89.3
01:46:48.386,25.0,90.6,80.5,30.2,29.1,43.9,59.5,49.8,90.2
01:46:48.837,30.0,90.6,80.0,30.2,28.3,43.4,59.5,49.8,92.5
01:46:49.288,35.0,91.0,80.3,29.7,29.2,53.0,59.9,49.8,91.6
01:46:49.740,40.0,91.0,80.3,29.7,29.2,53.0,59.5,48.8,90.3
01:46:50.192,45.0,91.0,79.9,29.7,29.2,52.6,59.9,48.8,91.3
01:46:50.644,50.0,91.0,71.3,29.1,28.9,52.6,59.9,48.8,91.7
01:46:51.095,55.0,91.0,65.2,29.1,28.0,52.6,59.6,48.8,91.4
01:46:51.547,60.0,91.5,69.9,29.2,28.0,52.6,59.6,48.8,91.4
01:46:52.000,65.0,91.5,70.3,29.1,28.0,52.6,59.6,49.2,91.5
01:46:52.455,70.0,91.5,64.3,30.0,28.8,52.6,59.6,49.2,92.3
01:46:52.903,75.0,91.5,65.1,29.4,28.9,52.6,59.6,49.2,91.9
01:46:53.352,80.0,91.9,67.2,29.4,28.6,52.3,59.6,49.2,92.4
01:46:53.804,85.0,92.4,63.7,28.6,28.6,53.1,59.6,49.6,92.8
01:46:54.255,90.0,92.4,63.7,29.4,28.6,53.1,59.6,49.6,92.8
01:46:54.707,95.0,92.8,65.0,29.4,28.6,53.1,60.6,49.6,93.7
01:46:55.156,100.0,92.8,65.0,28.9,29.1,53.1,60.2,48.2,93.8
01:46:55.606,105.0,93.3,63.6,28.8,28.3,53.1,59.8,48.2,93.8
01:46:56.058,110.0,93.7,63.6,28.9,28.3,52.8,59.8,48.2,93.4
01:46:56.509,115.0,93.4,63.6,28.9,28.3,52.8,59.8,48.2,93.4
01:46:56.962,120.0,93.4,64.4,28.9,29.1,52.8,60.2,48.2,93.9
01:46:57.412,125.0,93.8,63.0,28.9,28.8,52.8,61.6,48.2,95.2
01:46:57.861,130.0,94.3,62.6,29.2,28.8,52.8,61.2,48.2,94.9
01:46:58.314,135.0,101.8,62.6,29.2,28.9,53.3,61.2,48.2,94.1
01:46:58.762,140.0,101.7,43.1,28.3,29.4,53.3,61.3,48.2,93.2
01:46:59.213,145.0,101.2,42.2,28.3,29.4,53.3,61.2,48.2,93.2
01:46:59.662,150.0,94.8,41.7,28.3,29.4,53.3,60.5,48.2,94.1
01:47:00.125,155.0,100.8,63.8,28.3,29.4,53.8,60.5,48.2,97.1
01:47:00.564,160.0,101.1,42.9,28.3,29.9,53.8,60.1,48.2,94.7
01:47:01.013,165.0,101.1,42.4,28.3,29.9,53.8,60.5,48.2,93.8
01:47:01.466,170.0,101.1,41.9,29.1,30.4,53.5,63.2,48.2,94.3
01:47:01.914,175.0,101.1,42.0,29.1,44.3,54.3,69.4,49.6,97.7
01:47:02.366,180.0,101.1,41.5,29.2,44.7,54.8,60.7,49.6,107.7
01:47:02.818,185.0,101.1,41.0,29.9,55.3,54.9,60.2,49.6,106.8
01:47:03.270,190.0,101.0,41.0,29.9,54.8,55.4,59.8,49.6,93.6
01:47:03.721,195.0,101.1,40.6,29.1,42.8,55.4,60.8,49.6,94.1
01:47:04.173,200.0,101.1,40.6,29.2,42.9,55.9,61.2,49.2,104.2
01:47:04.623,205.0,101.0,41.7,29.1,42.8,55.9,63.9,49.2,103.7
01:47:05.079,210.0,101.0,41.3,28.3,54.6,59.7,69.1,49.2,108.5
01:47:05.530,215.0,101.1,41.3,28.3,54.6,56.9,70.5,48.8,93.5
01:47:05.982,220.0,101.0,40.8,28.3,54.6,56.9,61.9,48.8,93.1
01:47:06.441,225.0,100.9,40.8,28.3,54.6,59.7,60.6,48.8,92.6
01:47:06.886,230.0,101.0,40.3,27.4,54.1,60.1,56.8,48.8,92.6
01:47:07.338,235.0,100.9,40.3,27.4,54.1,60.5,52.4,49.8,93.0
01:47:07.791,240.0,100.9,36.6,27.4,54.1,60.5,52.4,49.8,92.5
01:47:08.242,245.0,101.0,36.2,27.4,54.1,60.5,51.9,49.8,92.1
01:47:08.696,250.0,101.0,34.9,27.4,54.1,60.0,51.4,49.7,92.1
01:47:09.143,255.0,100.9,35.7,27.4,54.1,59.5,50.5,49.4,92.1
01:47:09.621,260.0,100.9,34.4,27.4,54.1,59.1,50.8,49.4,92.1
01:47:10.045,265.0,101.0,33.1,27.4,54.5,59.1,50.0,49.4,92.1
01:47:10.491,270.0,101.0,33.1,27.4,43.7,59.1,50.3,49.4,92.1
01:47:10.944,275.0,101.0,32.6,27.4,43.2,60.0,50.3,49.9,92.0
01:47:11.400,280.0,101.0,32.6,27.4,54.4,60.0,49.8,49.9,92.0
01:47:11.842,285.0,101.0,32.0,27.4,43.3,60.0,49.8,49.9,92.0
01:47:12.293,290.0,101.0,32.0,27.4,53.9,59.5,49.8,50.4,91.5
01:47:12.740,295.0,101.0,33.3,27.4,53.9,59.5,50.2,50.4,91.5
01:47:13.197,300.0,101.0,36.0,27.4,53.9,59.1,50.2,88.7,91.5
01:47:13.644,305.0,83.4,35.9,28.3,53.9,59.1,49.6,51.0,91.5
01:47:14.097,310.0,83.7,35.4,28.3,53.9,59.5,49.6,89.2,91.1
01:47:14.549,315.0,82.4,34.6,29.2,53.9,59.5,50.0,88.8,91.1
01:47:15.010,320.0,81.5,31.2,29.7,53.9,60.0,50.0,89.2,91.1
01:47:15.455,325.0,81.0,31.2,29.7,53.9,59.4,50.0,89.3,91.0
01:47:15.906,330.0,77.1,30.7,28.9,53.9,59.0,49.0,89.3,90.7
01:47:16.358,335.0,76.7,30.7,28.8,53.9,59.0,49.0,89.8,90.6
01:47:16.811,340.0,76.2,30.2,28.9,53.9,59.4,49.0,90.2,90.7
01:47:17.263,345.0,75.8,30.2,28.9,53.4,59.6,49.4,89.9,90.7
01:47:17.714,350.0,66.3,30.2,28.9,53.1,59.5,49.4,90.3,90.6
01:47:18.166,355.0,71.3,30.2,29.4,53.0,59.5,49.8,93.1,91.1
01:47:27.432,0.0,62.2,48.5,115.0,101.4,42.1,29.2,30.3,56.4
01:47:27.885,5.0,61.7,48.5,106.0,101.5,41.7,29.2,30.3,56.4
01:47:28.335,10.0,66.3,48.5,102.6,101.4,41.6,29.2,55.2,56.4
01:47:28.777,15.0,57.9,48.5,94.1,101.4,41.2,29.2,54.7,61.3
01:47:29.253,20.0,57.5,48.5,95.4,101.4,41.2,29.8,54.7,60.4
01:47:29.675,25.0,61.9,48.9,106.8,101.4,40.7,29.8,54.7,56.6
01:47:30.128,30.0,61.0,49.9,109.4,101.4,40.3,28.9,54.2,60.4
01:47:30.580,35.0,52.2,49.9,94.4,101.4,40.2,28.1,55.0,60.4
01:47:31.033,40.0,52.5,49.9,93.6,101.3,39.8,28.1,55.0,61.1
01:47:31.483,45.0,52.0,49.5,93.5,101.3,41.4,27.2,55.4,60.7
01:47:31.938,50.0,50.3,49.5,93.1,101.3,36.5,27.2,54.5,60.7
01:47:32.385,55.0,50.6,49.5,92.6,101.3,36.1,27.2,54.5,60.3
01:47:32.835,60.0,50.6,49.5,92.6,100.9,36.1,27.2,43.6,59.8
01:47:33.288,65.0,50.1,50.0,92.1,100.9,35.5,27.2,43.2,59.8
01:47:33.734,70.0,50.1,50.0,92.1,101.3,34.2,27.2,43.2,59.4
01:47:34.182,75.0,50.5,50.0,91.7,101.3,32.9,27.2,43.2,59.8
01:47:34.633,80.0,50.0,49.7,91.7,101.3,32.4,27.2,54.3,60.3
01:47:35.083,85.0,50.0,50.5,91.7,100.8,32.4,27.2,54.3,59.7
01:47:35.538,90.0,50.3,88.8,92.0,100.9,31.9,27.2,54.3,59.3
01:47:35.988,95.0,49.4,89.2,91.6,84.7,31.9,27.2,54.3,58.8
01:47:36.442,100.0,49.8,89.2,91.6,83.8,31.4,28.1,53.5,58.9
01:47:36.892,105.0,49.8,88.9,91.6,83.3,32.7,28.1,53.5,58.8
01:47:37.346,110.0,49.8,89.3,91.6,82.8,34.0,28.1,53.5,59.7
01:47:37.797,115.0,50.1,89.4,91.5,82.4,35.3,28.1,53.5,59.7
01:47:38.250,120.0,48.8,89.4,91.2,82.4,35.3,28.9,53.0,59.3
01:47:38.703,125.0,48.8,89.9,91.1,81.8,31.1,28.9,53.0,59.3
01:47:39.154,130.0,49.2,89.9,91.5,81.8,31.1,29.5,53.0,59.3
01:47:39.606,135.0,49.6,90.0,91.5,81.7,30.6,29.5,53.0,58.8
01:47:40.058,140.0,49.6,90.4,91.1,81.3,30.6,28.7,53.0,58.8
01:47:40.510,145.0,48.6,92.5,91.1,80.8,30.1,28.7,53.0,59.3
01:47:40.962,150.0,48.6,93.0,91.1,77.0,30.1,28.7,53.0,59.3
01:47:41.418,155.0,48.2,93.0,91.1,76.5,30.1,28.7,53.0,59.3
01:47:41.866,160.0,48.6,93.0,91.1,76.5,29.5,28.7,53.0,59.3
01:47:42.318,165.0,49.0,93.4,91.1,76.0,29.5,28.7,53.0,59.3
01:47:42.770,170.0,49.0,92.6,91.5,71.6,30.3,29.2,53.0,59.3
01:47:43.221,175.0,49.4,92.6,91.5,64.2,29.8,28.4,53.0,59.3
01:47:43.670,180.0,49.4,92.2,91.5,63.8,29.8,28.4,53.0,59.7
01:47:44.123,185.0,49.4,92.2,91.5,64.2,29.8,28.4,53.0,60.3
01:47:44.573,190.0,48.0,92.2,91.6,65.5,29.3,28.4,53.0,60.3
01:47:45.027,195.0,48.0,92.2,91.6,63.7,29.3,28.4,53.0,59.9
01:47:45.476,200.0,48.0,92.7,91.6,63.7,29.3,28.1,53.0,59.8
01:47:45.929,205.0,48.0,92.7,92.1,64.1,29.3,28.1,53.0,59.8
01:47:46.378,210.0,48.0,92.8,92.1,63.5,29.3,28.1,53.0,59.8
01:47:46.831,215.0,48.3,93.2,92.5,63.5,29.3,28.1,52.7,60.7
01:47:47.280,220.0,48.4,92.8,92.5,63.1,28.7,28.7,52.7,60.4
01:47:47.731,225.0,48.4,93.7,92.5,63.5,28.7,27.8,53.5,59.5
01:47:48.181,230.0,48.4,94.2,93.0,64.3,28.7,27.8,53.2,60.0
01:47:48.632,235.0,48.4,94.3,93.4,63.0,28.7,28.7,53.2,59.5
01:47:49.084,240.0,48.4,94.3,93.9,63.0,29.0,28.4,53.2,61.4
01:47:49.533,245.0,48.4,95.1,93.5,62.9,29.0,28.4,54.0,61.0
01:47:49.983,250.0,48.4,97.3,93.5,43.0,29.0,28.3,53.7,60.5
01:47:50.433,255.0,48.4,98.2,93.9,41.6,28.1,28.4,53.7,60.5
01:47:50.883,260.0,48.4,94.8,93.6,41.2,28.1,28.9,53.7,61.0
01:47:51.334,265.0,48.4,94.0,94.4,40.8,28.1,28.9,54.2,60.1
01:47:51.786,270.0,48.4,95.3,94.4,42.4,28.1,29.0,54.2,59.7
01:47:52.233,275.0,48.4,97.4,95.7,41.5,28.1,29.5,54.2,61.1
01:47:52.683,280.0,48.4,99.2,100.9,41.0,28.4,29.5,54.7,64.2
01:47:53.135,285.0,48.4,98.9,100.9,40.5,28.4,29.5,54.7,60.8
01:47:53.585,290.0,48.4,98.1,101.2,40.1,28.4,30.1,55.2,57.9
01:47:54.035,295.0,48.0,126.1,101.2,41.7,28.4,30.5,55.2,58.7
01:47:54.489,300.0,48.4,126.1,101.6,41.2,29.3,54.8,55.7,60.0
01:47:54.941,305.0,48.4,105.9,101.6,36.4,29.3,44.6,59.9,62.7
01:47:55.391,310.0,49.8,94.9,101.1,40.8,29.3,44.6,56.7,64.6
01:47:55.845,315.0,49.4,104.5,101.1,40.3,29.3,44.6,64.0,61.1
01:47:56.298,320.0,49.4,104.5,101.1,40.3,29.3,54.6,62.3,60.7
01:47:56.752,325.0,49.4,116.9,101.1,41.5,28.1,54.6,60.6,60.2
01:47:57.203,330.0,49.0,94.4,101.1,41.5,27.2,54.6,60.6,59.8
01:47:57.658,335.0,49.0,93.5,101.1,41.0,27.2,54.1,60.6,59.4
01:47:58.113,340.0,49.0,93.9,101.1,41.0,27.2,43.2,61.3,58.1
01:47:58.556,345.0,50.0,94.3,101.1,40.5,27.2,43.2,60.9,51.6
01:47:59.006,350.0,50.0,93.4,101.0,37.7,27.2,43.2,60.5,51.1
01:47:59.456,355.0,50.0,92.9,100.7,36.8,27.2,45.4,60.1,50.6
01:48:08.706,0.0,28.0,53.6,60.2,48.5,90.1,90.9,79.7,30.1
01:48:09.159,5.0,28.0,53.6,60.1,48.4,90.1,90.9,79.3,30.1
01:48:09.610,10.0,28.0,53.6,60.1,48.9,91.5,91.4,79.3,30.1
01:48:10.062,15.0,28.0,52.8,60.3,48.9,91.1,91.4,79.6,29.4
01:48:10.513,20.0,28.9,52.8,59.4,48.9,91.5,91.4,65.0,29.5
01:48:10.964,25.0,27.7,52.8,59.4,49.3,91.2,91.7,79.2,29.5
01:48:11.415,30.0,27.7,52.8,59.4,49.3,91.6,91.8,64.8,28.9
01:48:11.866,35.0,27.7,53.3,59.4,49.3,91.7,91.8,64.0,28.9
01:48:12.317,40.0,28.6,53.3,60.2,49.6,92.2,92.3,65.7,28.9
01:48:12.768,45.0,28.3,53.3,60.8,49.6,92.6,92.7,63.8,28.9
01:48:13.219,50.0,28.3,53.3,60.0,48.3,92.7,92.7,63.4,28.9
01:48:13.670,55.0,28.3,53.3,59.6,48.3,93.1,93.2,63.4,29.2
01:48:14.128,60.0,28.3,53.8,59.6,48.3,93.6,93.2,64.3,28.3
01:48:14.572,65.0,28.0,53.8,59.6,48.3,93.6,93.6,63.7,28.3
01:48:15.023,70.0,28.0,53.8,61.0,48.3,93.2,93.6,62.9,28.3
01:48:15.476,75.0,28.9,54.3,61.0,48.3,93.3,93.3,62.9,28.3
01:48:15.927,80.0,29.5,54.3,61.0,48.3,94.6,93.7,63.3,28.3
01:48:16.385,85.0,28.6,54.3,62.0,48.3,94.3,94.2,64.1,28.6
01:48:16.827,90.0,29.4,54.0,60.7,48.3,93.4,102.0,62.7,28.6
01:48:17.277,95.0,30.0,54.0,60.3,48.3,93.4,101.6,42.8,28.6
01:48:17.730,100.0,29.2,54.8,60.7,48.3,93.9,95.2,43.2,28.6
01:48:18.178,105.0,29.2,54.5,63.4,48.3,96.0,101.5,43.6,28.6
01:48:18.627,110.0,29.7,55.3,62.1,48.3,94.9,101.5,44.8,28.6
01:48:19.077,115.0,29.7,55.8,60.0,48.3,93.6,101.5,63.4,28.6
01:48:19.529,120.0,44.4,55.8,59.6,49.6,94.1,101.5,42.6,28.6
01:48:19.982,125.0,54.9,56.4,61.4,49.6,96.2,101.5,42.1,29.5
01:48:20.433,130.0,54.4,56.4,61.0,49.6,97.5,101.4,41.6,29.5
01:48:20.891,135.0,43.0,65.1,56.7,49.6,100.6,101.4,41.2,29.4
01:48:21.335,140.0,43.0,66.4,56.7,49.6,93.5,101.4,40.7,29.5
01:48:21.792,145.0,43.0,64.1,56.6,49.3,93.9,101.4,40.7,28.6
01:48:22.243,150.0,54.8,60.7,56.6,49.3,104.0,101.4,40.3,28.6
01:48:22.696,155.0,54.2,59.9,55.3,49.3,103.6,101.4,41.4,28.6
01:48:23.152,160.0,54.2,59.9,54.8,48.9,93.3,101.3,41.4,27.7
01:48:23.595,165.0,43.4,60.3,55.6,48.9,92.8,101.3,41.0,27.7
01:48:24.056,170.0,43.4,60.7,52.5,49.8,92.8,101.3,40.9,27.7
01:48:24.497,175.0,43.4,61.2,53.4,49.8,92.4,101.3,37.3,27.7
01:48:24.949,180.0,43.4,61.0,52.0,49.8,92.4,101.3,36.8,27.7
01:48:25.401,185.0,43.4,60.2,52.0,49.8,92.3,100.9,35.1,27.7
01:48:25.846,190.0,43.8,59.8,51.5,49.8,92.3,100.9,33.8,27.7
01:48:26.296,195.0,54.1,59.3,51.0,50.3,91.9,101.3,33.8,27.7
01:48:26.745,200.0,54.1,59.3,50.2,50.3,91.9,101.3,33.3,27.7
01:48:27.194,205.0,43.4,59.7,50.5,50.0,91.8,100.8,33.3,27.7
01:48:27.646,210.0,43.4,60.2,50.5,50.0,91.8,100.8,32.8,27.7
01:48:28.092,215.0,43.4,60.2,50.0,50.5,91.8,100.8,32.8,27.8
01:48:28.547,220.0,43.4,60.5,50.0,50.5,91.8,100.8,32.2,27.7
01:48:28.994,225.0,53.6,60.2,50.3,89.2,91.7,100.8,34.8,27.7
01:48:29.446,230.0,53.6,60.2,49.8,89.6,91.4,101.3,34.8,28.6
01:48:29.900,235.0,53.6,60.0,49.8,89.3,91.4,101.3,34.8,29.2
01:48:30.353,240.0,53.6,59.7,49.8,89.2,91.3,101.3,34.8,29.2
01:48:30.805,245.0,53.6,60.2,49.8,89.7,91.3,84.5,34.8,29.2
01:48:31.257,250.0,53.6,60.2,49.8,89.7,91.3,84.1,34.8,29.2
01:48:31.709,255.0,53.6,60.2,50.1,89.8,91.3,83.6,31.5,29.2
01:48:32.161,260.0,53.6,59.6,49.3,89.8,91.3,83.5,31.5,29.2
01:48:32.613,265.0,53.6,60.2,49.3,90.7,90.8,83.1,30.9,29.2
01:48:33.065,270.0,53.6,60.0,49.6,92.8,90.8,83.1,30.9,29.2
01:48:33.518,275.0,53.6,60.2,49.6,92.7,90.8,77.8,30.4,28.9
01:48:33.969,280.0,52.7,60.2,49.6,92.7,90.4,76.5,30.4,28.0
01:48:34.421,285.0,52.7,59.7,48.7,92.8,90.8,76.1,29.9,28.0
01:48:34.875,290.0,52.7,59.7,48.7,92.4,90.8,76.1,29.9,28.0
01:48:35.326,295.0,52.7,59.8,49.1,92.0,90.8,65.6,29.9,28.0
01:48:35.776,300.0,52.7,59.8,49.1,92.0,90.8,65.1,29.4,28.9
01:48:36.229,305.0,52.7,59.3,49.1,92.0,90.8,65.6,29.4,28.6
01:48:36.678,310.0,52.7,59.3,49.1,91.9,90.8,65.6,29.4,28.6
01:48:37.128,315.0,52.7,59.8,49.1,91.6,90.8,66.4,29.4,27.7
01:48:37.579,320.0,52.7,59.8,49.1,91.6,91.3,64.6,29.4,27.7
01:48:38.033,325.0,52.7,60.2,49.5,92.0,91.3,64.1,29.4,27.7
01:48:38.489,330.0,52.7,60.2,49.5,92.0,91.3,64.1,30.1,27.7
01:48:38.932,335.0,53.2,60.2,49.5,92.1,91.7,66.3,29.6,27.7
01:48:39.384,340.0,53.2,60.6,49.5,92.6,91.4,64.0,29.6,28.6
01:48:39.834,345.0,53.2,60.2,49.8,92.6,91.7,63.6,29.6,28.3
01:48:40.285,350.0,53.2,61.2,48.1,92.7,92.2,64.4,29.1,27.5
01:48:40.747,355.0,53.2,61.2,48.1,93.1,92.2,63.5,29.1,28.3
01:48:50.038,0.0,101.0,40.8,28.3,54.6,56.9,63.1,48.8,93.1
01:48:50.465,5.0,101.0,40.8,28.3,54.6,56.8,56.8,48.8,93.1
