Waktu,Sudut_Servo,Sensor_1,Sensor_2,Sensor_3,Sensor_4,Sensor_5,Sensor_6,Sensor_7,Sensor_8
17:38:03.604,180.0,89.8,95.3,37.1,26.8,29.3,56.5,77.3,60.1
17:38:03.685,180.0,89.8,95.3,37.1,26.8,29.3,56.5,84.0,60.1
17:38:03.896,180.0,89.8,95.4,37.1,26.8,29.3,56.5,70.4,60.1
17:38:04.107,180.0,89.8,95.3,36.6,26.8,29.3,56.5,70.0,60.1
17:38:04.319,180.0,89.8,95.3,36.6,26.8,29.3,56.5,70.4,60.1
17:38:04.536,176.4,89.8,95.3,37.0,26.8,29.3,56.9,69.9,60.5
17:38:04.743,172.7,89.7,95.3,36.1,26.8,31.6,57.2,65.5,72.4
17:38:04.954,169.1,89.2,95.3,33.8,26.8,44.6,58.3,66.7,73.6
17:38:05.167,165.5,88.6,95.3,31.5,27.7,44.6,62.6,59.6,73.8
17:38:05.379,161.8,89.0,95.3,30.2,26.5,44.6,84.1,59.9,72.5
17:38:05.591,158.2,88.9,80.9,29.9,27.1,46.5,84.5,59.1,71.8
17:38:05.804,154.6,88.2,66.7,28.0,28.5,55.2,84.6,59.0,71.9
17:38:06.014,150.9,88.6,61.3,28.6,29.1,55.7,83.9,59.0,73.4
17:38:06.226,147.3,89.3,60.2,27.1,28.8,56.2,82.9,59.6,75.4
17:38:06.440,143.7,91.5,59.2,27.1,29.1,56.4,75.7,60.2,89.8
17:38:06.653,140.0,94.9,36.6,26.5,30.7,56.6,67.4,72.6,88.8
17:38:06.865,136.4,95.2,35.9,26.5,56.3,58.2,65.1,73.5,88.6
17:38:07.077,132.7,95.2,31.5,27.4,44.7,59.4,59.3,74.3,89.0
17:38:07.290,129.1,81.3,34.4,26.8,56.6,83.6,59.2,73.2,89.0
17:38:07.503,125.4,75.9,29.9,26.8,56.4,84.1,59.0,72.4,88.5
17:38:07.715,121.8,61.6,28.0,28.0,55.6,84.2,58.6,72.1,88.2
17:38:07.931,118.1,61.4,27.7,27.7,56.1,84.0,59.0,73.6,88.7
