Waktu,Yaw_IMU,Sensor_1,Sensor_2,Sensor_3,Sensor_4,Sensor_5,Sensor_6,Sensor_7,Sensor_8
14:13:47.148,0.0,63.1,44.5,49.9,18.9,44.7,42.1,251.9,41.3
14:13:47.354,-2.2,47.7,44.5,52.2,18.9,43.7,42.5,0.0,42.5
14:13:47.601,-5.5,47.1,44.1,51.6,18.9,43.5,41.4,0.0,42.0
14:13:47.824,-8.7,46.9,44.5,21.8,19.9,43.3,41.8,62.3,42.0
14:13:48.048,-11.7,46.3,45.1,20.9,19.6,43.1,42.3,49.8,42.1
14:13:48.280,-13.7,45.7,44.7,21.2,19.6,43.9,41.6,50.1,42.5
14:13:48.495,-16.3,45.1,45.3,20.5,20.2,42.4,42.5,50.0,41.3
14:13:48.722,-18.9,45.9,45.3,19.6,19.9,42.1,42.3,50.3,42.3
14:13:48.949,-21.6,44.9,45.5,19.9,20.9,41.7,42.8,60.5,42.7
14:13:49.169,-24.1,45.3,46.1,19.0,21.5,42.4,43.0,59.9,43.8
14:13:49.401,-27.6,44.2,46.7,19.3,49.9,41.4,43.6,49.8,45.6
14:13:49.649,-31.1,44.7,47.3,19.2,49.7,41.4,44.2,47.6,43.2
14:13:49.866,-33.2,44.5,47.9,19.6,49.1,42.1,44.8,59.8,66.9
14:13:50.119,-35.8,44.0,48.9,19.6,48.5,41.7,45.0,50.6,57.2
14:13:50.298,-38.6,44.1,50.9,18.6,48.3,41.7,47.8,42.6,71.2
14:13:50.553,-41.5,44.0,50.2,18.6,45.9,41.7,102.2,41.7,49.8
14:13:50.762,-43.5,44.0,51.6,18.6,45.3,41.7,89.1,42.8,49.6
14:13:50.981,-46.4,44.1,52.1,18.3,45.1,41.7,49.8,42.4,47.2
14:13:51.205,-49.0,45.5,52.3,19.3,44.9,42.1,49.7,41.4,47.0
14:13:51.426,-51.4,44.7,23.6,19.3,44.3,41.4,50.0,41.4,46.4
14:13:51.660,-54.3,44.6,21.8,19.3,44.1,41.5,49.8,41.4,45.8
14:13:51.890,-56.9,45.7,21.2,18.9,43.1,41.9,48.9,41.4,45.6
14:13:52.102,-59.7,44.9,21.5,19.9,42.4,41.7,48.2,41.9,46.0
14:13:52.323,-62.4,45.9,20.6,19.6,42.7,42.1,48.7,42.4,45.0
14:13:52.551,-65.3,45.1,19.9,20.5,42.2,43.7,49.8,44.2,44.8
14:13:52.768,-67.7,45.7,20.3,21.2,42.4,42.8,50.2,42.1,44.8
14:13:52.994,-70.4,46.7,19.3,20.9,41.9,43.1,56.7,45.2,44.6
14:13:53.231,-72.7,47.3,19.3,22.8,41.5,43.7,50.2,43.2,44.2
14:13:53.463,-75.4,47.5,19.6,49.9,42.2,44.3,43.4,0.0,44.6
