Waktu,Yaw_IMU,Sensor_1,Sensor_2,Sensor_3,Sensor_4,Sensor_5,Sensor_6,Sensor_7,Sensor_8
13:41:45.570,0.0,0.0,241.0,84.2,48.3,51.8,47.4,16.0,10.6
13:41:45.792,-4.2,84.0,0.0,83.8,47.5,58.7,18.4,16.7,10.3
13:41:46.004,-6.8,50.4,237.8,82.9,47.5,57.9,16.1,14.0,10.3
13:41:46.238,-9.3,50.0,194.1,83.1,47.5,57.7,16.1,12.9,11.3
13:41:46.497,-13.2,50.1,244.0,85.3,46.1,32.4,16.1,11.9,12.0
13:41:46.717,-16.9,50.9,0.0,81.6,45.7,31.1,16.1,10.9,11.6
13:41:46.935,-19.6,52.3,236.8,56.5,46.5,31.9,16.1,11.2,12.7
13:41:47.175,-23.2,75.4,237.6,56.6,49.5,22.9,17.1,11.2,16.4
13:41:47.390,-25.9,75.6,86.5,80.3,52.1,18.0,16.7,11.6,16.1
13:41:47.636,-28.3,76.5,86.3,50.2,52.1,23.1,16.4,10.2,0.0
13:41:47.893,-31.7,76.7,85.3,56.6,51.6,25.2,16.1,10.2,0.0
13:41:48.130,-35.9,77.3,84.5,47.9,49.9,56.3,20.9,10.2,0.0
13:41:48.393,-40.7,78.0,84.0,48.3,50.0,47.9,20.9,10.2,0.0
13:41:48.623,-44.6,237.6,84.2,45.7,51.1,48.3,14.4,9.9,29.5
13:41:48.855,-47.8,242.8,49.7,49.3,58.5,45.7,16.4,11.2,77.7
13:41:49.082,-51.7,236.2,83.2,46.5,56.5,16.4,11.3,10.5,50.0
13:41:49.336,-55.0,243.9,82.7,45.7,56.9,16.4,11.6,11.6,50.5
13:41:49.553,-58.8,236.8,82.0,45.7,56.4,16.4,10.9,12.6,50.1
13:41:49.782,-62.9,235.9,81.5,44.9,56.6,16.1,9.6,13.3,52.4
13:41:50.007,-66.8,86.0,51.4,45.5,29.4,16.1,9.9,16.0,56.7
13:41:50.262,-70.9,85.4,57.4,47.3,56.6,17.1,10.3,16.3,75.6
13:41:50.491,-74.2,84.5,56.7,49.5,56.6,16.4,10.3,0.0,75.8
13:41:50.727,-79.0,84.4,56.5,50.4,56.6,18.7,10.3,0.0,76.3
13:41:50.978,-83.1,83.7,49.1,51.6,58.1,22.2,10.3,0.0,77.7
13:41:51.228,-86.4,83.5,48.1,49.7,58.8,18.4,10.3,0.0,137.7
13:41:51.483,-90.9,83.8,46.3,51.6,47.5,16.4,9.9,0.0,236.6
