Waktu,Yaw_IMU,Sensor_1,Sensor_2,Sensor_3,Sensor_4,Sensor_5,Sensor_6,Sensor_7,Sensor_8
17:38:26.158,0.0,30.1,19.0,70.7,66.7,49.7,46.6,69.9,19.3
17:38:26.374,-2.8,23.1,19.0,70.1,66.7,48.7,47.6,73.9,19.3
17:38:26.607,-5.6,21.6,18.6,69.9,66.7,47.7,50.0,77.9,19.0
17:38:26.834,-9.6,20.9,19.6,68.4,67.1,47.5,57.0,23.0,19.0
17:38:27.086,-13.1,20.3,19.6,68.1,67.2,46.5,0.0,21.2,19.6
17:38:27.289,-16.7,19.7,19.3,68.0,66.9,46.9,60.4,20.5,20.6
17:38:27.559,-19.6,20.0,19.9,67.4,67.5,45.9,60.8,20.8,20.3
17:38:27.737,-21.9,19.3,20.9,67.2,68.1,45.9,59.9,19.9,20.9
17:38:27.978,-24.0,19.7,21.5,67.1,68.2,46.3,61.2,20.2,20.6
17:38:28.185,-27.6,18.7,22.5,66.9,69.3,46.3,59.9,19.2,30.5
17:38:28.412,-30.3,18.7,74.1,67.0,69.5,46.3,63.2,19.6,30.1
17:38:28.658,-31.7,19.0,74.2,66.8,70.2,45.9,60.6,19.6,30.0
17:38:28.879,-36.0,19.0,74.1,66.4,70.0,45.5,68.0,18.6,30.1
17:38:29.115,-38.5,19.0,73.4,66.8,272.3,46.9,67.4,18.6,30.1
17:38:29.332,-41.1,19.0,72.0,66.4,49.7,47.9,69.1,18.6,30.1
17:38:29.593,-44.8,19.0,70.5,66.4,50.4,48.5,64.0,19.6,22.8
17:38:29.784,-48.0,18.7,70.2,67.0,48.9,49.5,65.9,19.6,20.9
17:38:30.006,-50.9,18.7,68.7,66.5,47.5,50.1,20.9,19.2,20.3
17:38:30.228,-53.9,19.7,68.4,67.5,46.9,51.6,21.6,20.2,20.6
17:38:30.455,-57.7,19.3,67.9,67.7,45.9,58.3,20.9,19.9,19.9
17:38:30.698,-60.3,20.0,67.3,67.8,45.9,0.0,20.0,20.5,19.3
17:38:30.929,-63.8,20.6,67.2,67.9,45.9,60.8,20.3,21.1,19.6
17:38:31.145,-67.4,21.3,67.0,68.5,46.3,58.7,19.3,22.1,18.7
17:38:31.372,-69.8,22.2,67.3,67.9,45.9,77.1,19.6,22.7,18.7
