Waktu,Yaw_IMU,Sensor_1,Sensor_2,Sensor_3,Sensor_4,Sensor_5,Sensor_6,Sensor_7,Sensor_8
19:51:53.335,0.0,111.5,104.2,24.5,16.3,49.8,48.4,58.5,54.2
19:51:53.567,-2.3,111.5,104.5,23.9,16.4,50.2,50.3,61.0,54.7
19:51:53.799,-5.6,111.5,104.6,23.0,16.4,47.2,57.2,57.9,56.6
19:51:54.032,-8.4,112.7,99.2,22.1,16.4,48.3,56.8,57.8,60.3
19:51:54.271,-11.2,108.5,105.0,21.2,16.0,46.5,70.5,58.2,115.6
19:51:54.506,-14.7,111.7,105.0,21.5,16.1,45.1,68.7,56.5,115.7
19:51:54.741,-17.3,107.1,99.0,22.7,17.0,45.4,69.5,54.7,116.1
19:51:54.977,-19.8,106.1,99.0,20.2,16.7,43.6,78.1,54.2,116.2
19:51:55.210,-24.0,105.4,38.2,18.9,16.7,43.6,78.1,53.3,115.9
19:51:55.442,-27.2,105.3,38.5,18.3,17.3,44.0,78.6,52.8,116.5
19:51:55.677,-30.3,104.6,92.6,17.3,17.0,43.6,79.1,52.8,117.0
19:51:55.909,-33.2,104.5,50.4,16.4,18.0,45.0,80.5,52.8,130.8
19:51:56.143,-36.5,104.3,34.6,16.7,18.6,43.8,61.0,53.3,154.4
19:51:56.374,-39.2,103.9,34.1,17.0,19.2,46.0,58.8,53.3,127.2
19:51:56.609,-42.0,103.8,36.2,16.0,53.1,44.8,59.0,53.9,112.8
19:51:56.841,-43.8,98.9,23.6,16.0,50.3,48.9,59.3,54.3,112.3
19:51:57.071,-47.7,99.3,23.0,16.0,50.1,49.9,58.3,60.2,111.4
19:51:57.308,-49.7,103.7,23.3,16.0,49.6,56.8,58.2,115.8,112.2
19:51:57.547,-51.9,98.9,22.4,15.7,48.3,70.0,56.9,116.2,110.5
19:51:57.781,-54.7,104.5,21.5,15.7,46.9,67.8,56.8,116.2,113.5
19:51:58.015,-57.0,93.4,21.8,16.7,47.7,69.0,54.4,116.0,107.9
19:51:58.252,-59.5,92.4,21.5,16.4,45.8,78.5,53.4,116.8,106.4
