Waktu,Sudut_Servo,Sensor_1,Sensor_2,Sensor_3,Sensor_4,Sensor_5,Sensor_6,Sensor_7,Sensor_8
00:44:01.913,12.1,90.6,61.3,29.1,113.0,56.7,64.4,47.6,126.5
00:44:02.114,16.1,89.4,60.9,28.3,30.2,56.9,69.1,49.4,78.3
00:44:02.335,19.8,90.8,60.3,28.6,29.9,57.0,70.5,49.9,90.8
00:44:02.539,23.7,98.1,38.9,28.6,57.0,57.1,70.0,69.9,88.9
00:44:02.750,27.5,98.0,37.8,28.6,46.3,58.1,50.0,68.9,88.8
00:44:02.963,31.3,98.0,38.5,28.6,56.6,59.7,49.8,68.9,88.2
00:44:03.175,35.1,98.0,35.9,29.1,56.6,83.6,49.2,68.7,88.2
00:44:03.390,39.0,97.6,31.0,29.1,57.3,83.6,48.2,69.9,88.6
00:44:03.602,42.8,80.2,31.2,28.8,57.3,83.6,46.8,68.8,89.0
00:44:03.811,46.6,77.8,29.7,29.4,57.3,83.7,47.2,68.9,89.1
00:44:04.021,50.4,70.3,29.9,29.1,56.6,83.9,47.6,69.5,88.7
00:44:04.234,54.2,61.2,29.4,28.9,56.6,70.9,47.6,75.7,88.4
00:44:04.445,58.0,60.5,29.1,29.4,56.7,67.3,47.3,136.2,88.9
00:44:04.658,61.8,60.0,29.2,29.1,56.9,66.3,48.6,127.9,98.2
00:44:04.869,65.6,40.7,28.6,30.7,58.0,63.2,69.1,91.8,98.1
00:44:05.085,69.4,37.0,28.6,47.4,59.5,50.4,67.7,89.4,98.0
00:44:05.291,73.2,36.8,28.6,49.8,83.6,49.7,68.7,88.4,97.6
00:44:05.502,77.0,30.6,29.1,46.9,83.7,46.9,68.8,89.2,79.1
00:44:05.713,80.8,29.3,30.2,56.3,83.8,48.5,69.0,88.9,70.2
00:44:05.922,84.6,29.0,29.2,56.3,69.3,46.7,79.2,89.0,60.6
00:44:06.131,88.4,28.7,30.2,56.5,68.6,47.7,77.1,89.6,60.8
00:44:06.343,92.2,28.7,30.5,57.4,85.5,49.9,89.9,91.4,59.9
00:44:06.557,96.0,29.1,30.5,57.2,63.4,49.9,89.9,91.0,59.8
00:44:06.765,99.8,29.0,30.5,57.1,66.0,47.7,90.8,90.1,60.7
00:44:06.976,103.6,28.7,29.9,56.6,68.7,47.7,77.9,88.6,61.0
00:44:07.188,107.4,29.3,30.2,56.4,69.2,46.7,75.7,89.0,63.0
00:44:07.403,111.2,29.0,29.2,56.3,70.3,46.7,68.5,89.2,77.3
00:44:07.609,114.9,29.2,28.9,56.3,83.7,46.9,69.3,89.2,97.9
00:44:07.820,118.8,30.6,29.2,49.8,83.6,49.3,68.1,88.9,98.0
00:44:08.030,122.6,37.2,28.6,46.8,59.5,50.0,69.1,90.5,98.2
00:44:08.242,126.3,38.8,28.6,30.7,57.0,62.5,49.0,131.4,89.8
00:44:08.458,130.2,60.0,29.1,29.9,56.7,70.8,47.6,137.1,88.4
00:44:08.666,134.0,60.7,29.7,28.8,56.6,69.7,47.6,69.9,88.6
00:44:08.876,137.8,70.3,29.9,29.1,56.6,83.8,47.2,69.2,89.0
00:44:09.089,141.6,78.7,30.7,28.8,57.3,83.6,48.2,70.0,88.1
00:44:09.309,145.4,97.6,31.5,29.1,56.6,83.6,48.8,69.1,88.2
00:44:09.512,149.2,98.0,38.0,28.6,57.1,60.1,49.0,68.5,88.8
00:44:09.725,153.0,98.0,37.8,28.6,45.8,57.5,66.8,69.1,90.8
00:44:09.936,156.9,98.2,39.9,28.6,30.4,57.4,85.4,49.4,91.8
00:44:10.149,160.6,89.5,60.9,28.3,30.2,56.7,67.4,47.6,127.4
00:44:10.359,164.5,88.8,61.4,28.8,29.1,56.2,69.3,48.4,76.2
00:44:10.573,168.3,88.8,62.1,29.4,28.6,56.6,83.9,48.0,69.6
00:44:10.779,172.0,89.1,78.1,29.7,29.7,56.6,83.7,47.6,68.6
00:44:10.988,175.8,88.7,81.8,30.7,29.1,46.3,83.6,49.0,68.9
00:44:11.198,179.6,88.2,98.1,31.5,29.4,46.7,83.6,49.6,68.9
00:44:11.408,180.0,88.2,98.1,35.9,28.8,47.1,59.8,49.7,68.3
00:44:11.623,180.0,88.4,98.1,37.3,28.0,44.0,58.6,86.4,68.8
00:44:11.831,180.0,88.9,98.1,38.0,28.8,30.6,57.1,69.5,64.8
00:44:12.043,180.0,90.0,98.8,43.9,28.8,29.8,56.8,70.0,49.2
00:44:12.256,180.0,123.4,91.5,61.0,28.6,29.3,56.6,84.7,47.4
