Waktu,Yaw_IMU,Sensor_1,Sensor_2,Sensor_3,Sensor_4,Sensor_5,Sensor_6,Sensor_7,Sensor_8
17:18:41.416,0.0,20.3,20.3,19.6,67.5,68.0,44.2,69.9,19.6
17:18:41.625,-3.6,21.3,19.3,20.2,67.2,67.3,44.2,0.0,19.0
17:18:41.867,-7.7,21.9,19.6,20.9,66.8,67.5,44.6,0.0,19.3
17:18:42.097,-13.0,30.0,18.6,22.4,66.7,70.1,44.2,69.7,19.3
17:18:42.323,-17.4,29.5,19.0,72.8,66.5,70.0,45.2,39.3,19.3
17:18:42.549,-22.8,29.5,18.9,73.0,66.5,67.5,44.4,38.9,19.3
17:18:42.774,-27.5,30.0,19.0,70.1,66.5,50.1,56.9,35.4,19.3
17:18:42.998,-32.4,21.6,18.6,68.9,66.7,45.5,65.9,22.7,19.0
17:18:43.246,-37.2,21.2,19.6,68.5,67.2,44.5,58.4,21.2,19.9
17:18:43.449,-40.2,20.6,19.3,67.9,67.4,44.3,56.6,20.5,20.6
17:18:43.671,-45.4,20.0,19.9,67.6,67.5,44.3,69.6,19.9,21.2
17:18:43.894,-49.2,19.3,20.6,67.1,68.2,44.7,57.0,20.2,21.9
17:18:44.118,-53.7,18.7,21.2,66.9,69.4,43.7,71.4,19.2,30.5
17:18:44.351,-57.8,18.7,72.6,66.8,69.2,44.3,60.8,19.5,30.1
17:18:44.574,-62.1,19.0,74.5,66.8,70.8,46.1,36.8,18.6,30.1
17:18:44.811,-66.3,19.0,71.0,66.8,272.0,44.5,34.5,18.6,30.1
17:18:45.032,-71.7,19.0,71.1,66.4,50.2,45.5,32.7,19.6,30.5
17:18:45.253,-76.6,19.0,69.4,66.8,46.9,51.3,32.7,19.6,22.2
17:18:45.478,-80.0,18.7,68.7,66.5,46.3,60.3,22.2,19.2,20.3
17:18:45.701,-84.8,19.3,68.0,67.1,45.7,52.0,20.6,19.9,19.9
17:18:45.923,-88.7,20.0,67.3,67.7,44.7,60.1,20.0,20.5,19.3
17:18:46.150,-93.3,20.6,67.1,67.9,45.1,59.3,19.3,21.1,19.6
17:18:46.399,-98.1,22.6,67.3,68.2,45.1,0.0,19.6,22.7,18.7
17:18:46.621,-103.1,72.1,66.9,69.3,44.7,60.0,18.7,30.7,19.0
