Waktu,Sudut_Derajat,Jarak_cm,Koordinat_X,Koordinat_Y
23:03:59.838,5.0,180.1,179.41,15.7
23:03:59.838,50.0,194.8,125.22,149.23
23:03:59.838,95.0,148.6,-12.95,148.03
23:03:59.838,140.0,232.4,-178.03,149.38
23:03:59.838,185.0,164.5,-163.87,-14.34
23:03:59.838,230.0,158.6,-101.95,-121.49
23:03:59.838,275.0,263.5,22.97,-262.5
23:03:59.838,320.0,153.3,117.43,-98.54
23:04:00.388,9.0,190.0,187.66,29.72
23:04:00.388,54.0,187.4,110.15,151.61
23:04:00.388,99.0,150.9,-23.61,149.04
23:04:00.388,144.0,256.2,-207.27,150.59
23:04:00.388,189.0,160.7,-158.72,-25.14
23:04:00.388,234.0,161.2,-94.75,-130.41
23:04:00.388,279.0,236.4,36.98,-233.49
23:04:00.388,324.0,150.8,122.0,-88.64
23:04:00.944,18.0,222.2,211.32,68.66
23:04:00.944,63.0,168.3,76.41,149.96
23:04:00.944,108.0,155.7,-48.11,148.08
23:04:00.944,153.0,273.4,-243.6,124.12
23:04:00.944,198.0,153.4,-145.89,-47.4
23:04:00.944,243.0,180.9,-82.13,-161.18
23:04:00.944,288.0,201.8,62.36,-191.92
23:04:00.944,333.0,151.2,134.72,-68.64
23:04:01.471,27.0,278.4,248.06,126.39
23:04:01.471,72.0,157.7,48.73,149.98
23:04:01.471,117.0,169.3,-76.86,150.85
23:04:01.471,162.0,227.2,-216.08,70.21
23:04:01.471,207.0,150.2,-133.83,-68.19
23:04:01.471,252.0,200.8,-62.05,-190.97
23:04:01.471,297.0,180.9,82.13,-161.18
23:04:01.471,342.0,153.4,145.89,-47.4
23:04:02.012,36.0,253.2,204.84,148.83
23:04:02.012,81.0,149.9,23.45,148.05
23:04:02.012,126.0,188.4,-110.74,152.42
23:04:02.012,171.0,192.0,-189.64,30.04
23:04:02.012,216.0,153.8,-124.43,-90.4
23:04:02.012,261.0,240.4,-37.61,-237.44
23:04:02.012,306.0,163.2,95.93,-132.03
23:04:02.012,351.0,163.7,161.68,-25.61
23:04:02.552,45.0,212.1,149.98,149.98
23:04:02.552,90.0,148.0,0.0,148.0
23:04:02.552,135.0,215.1,-152.1,152.1
23:04:02.552,180.0,172.2,-172.2,0.0
23:04:02.552,225.0,156.3,-110.52,-110.52
23:04:02.552,270.0,300.0,-0.0,-300.0
23:04:02.552,315.0,155.3,109.81,-109.81
23:04:02.552,0.0,170.2,170.2,0.0
23:04:03.131,54.0,185.4,108.98,149.99
23:04:03.131,99.0,150.9,-23.61,149.04
23:04:03.131,144.0,253.2,-204.84,148.83
23:04:03.131,189.0,160.7,-158.72,-25.14
23:04:03.131,234.0,163.2,-95.93,-132.03
23:04:03.131,279.0,240.4,37.61,-237.44
23:04:03.131,324.0,153.8,124.43,-90.4
23:04:03.131,9.0,191.0,188.65,29.88
23:04:03.701,63.0,170.3,77.31,151.74
23:04:03.701,108.0,159.7,-49.35,151.88
23:04:03.701,153.0,274.4,-244.49,124.57
23:04:03.701,198.0,152.4,-144.94,-47.09
23:04:03.701,243.0,181.9,-82.58,-162.07
23:04:03.701,288.0,199.8,61.74,-190.02
23:04:03.701,333.0,147.2,131.16,-66.83
23:04:03.701,18.0,221.2,210.37,68.35
23:04:04.281,72.0,154.7,47.8,147.13
23:04:04.281,117.0,167.3,-75.95,149.07
23:04:04.281,162.0,227.2,-216.08,70.21
23:04:04.281,207.0,148.2,-132.05,-67.28
23:04:04.281,252.0,201.8,-62.36,-191.92
23:04:04.281,297.0,181.9,82.58,-162.07
23:04:04.281,342.0,154.4,146.84,-47.71
23:04:04.281,27.0,274.4,244.49,124.57
23:04:04.850,81.0,154.9,24.23,152.99
23:04:04.850,126.0,185.4,-108.98,149.99
23:04:04.850,171.0,191.0,-188.65,29.88
23:04:04.850,216.0,152.8,-123.62,-89.81
23:04:04.850,261.0,235.4,-36.82,-232.5
23:04:04.850,306.0,163.2,95.93,-132.03
23:04:04.850,351.0,158.7,156.75,-24.83
23:04:04.850,36.0,253.2,204.84,148.83
23:04:05.407,90.0,150.0,0.0,150.0
23:04:05.407,135.0,212.1,-149.98,149.98
23:04:05.407,180.0,172.2,-172.2,0.0
23:04:05.407,225.0,154.3,-109.11,-109.11
23:04:05.407,270.0,299.0,-0.0,-299.0
23:04:05.407,315.0,152.3,107.69,-107.69
23:04:05.407,0.0,172.2,172.2,0.0
23:04:05.407,45.0,211.1,149.27,149.27
23:04:05.976,99.0,148.9,-23.29,147.07
23:04:05.976,144.0,255.2,-206.46,150.0
23:04:05.976,189.0,162.7,-160.7,-25.45
23:04:05.976,234.0,165.2,-97.1,-133.65
23:04:05.976,279.0,240.4,37.61,-237.44
23:04:05.976,324.0,149.8,121.19,-88.05
23:04:05.976,9.0,190.0,187.66,29.72
23:04:05.976,54.0,185.4,108.98,149.99
23:04:06.513,108.0,155.7,-48.11,148.08
23:04:06.513,153.0,277.4,-247.17,125.94
23:04:06.513,198.0,151.4,-143.99,-46.79
23:04:06.513,243.0,179.9,-81.67,-160.29
23:04:06.513,288.0,202.8,62.67,-192.87
23:04:06.513,333.0,153.2,136.5,-69.55
23:04:06.513,18.0,224.2,213.23,69.28
23:04:06.513,63.0,171.3,77.77,152.63
23:04:07.047,117.0,171.3,-77.77,152.63
23:04:07.047,162.0,227.2,-216.08,70.21
23:04:07.047,207.0,153.2,-136.5,-69.55
23:04:07.047,252.0,204.8,-63.29,-194.78
23:04:07.047,297.0,176.9,80.31,-157.62
23:04:07.047,342.0,153.4,145.89,-47.4
23:04:07.047,27.0,273.4,243.6,124.12
23:04:07.047,72.0,160.7,49.66,152.83
23:04:07.608,126.0,186.4,-109.56,150.8
23:04:07.608,171.0,191.0,-188.65,29.88
23:04:07.608,216.0,149.8,-121.19,-88.05
23:04:07.608,261.0,236.4,-36.98,-233.49
23:04:07.608,306.0,164.2,96.51,-132.84
23:04:07.608,351.0,160.7,158.72,-25.14
23:04:07.608,36.0,252.2,204.03,148.24
23:04:07.608,81.0,148.9,23.29,147.07
23:04:08.185,135.0,211.1,-149.27,149.27
23:04:08.185,180.0,170.2,-170.2,0.0
23:04:08.185,225.0,156.3,-110.52,-110.52
23:04:08.185,270.0,301.0,-0.0,-301.0
23:04:08.185,315.0,157.3,111.23,-111.23
23:04:08.185,0.0,170.2,170.2,0.0
23:04:08.185,45.0,215.1,152.1,152.1
23:04:08.185,90.0,152.0,0.0,152.0
23:04:08.745,144.0,257.2,-208.08,151.18
23:04:08.745,189.0,162.7,-160.7,-25.45
23:04:08.745,234.0,166.2,-97.69,-134.46
23:04:08.745,279.0,237.4,37.14,-234.48
23:04:08.745,324.0,150.8,122.0,-88.64
23:04:08.745,9.0,190.0,187.66,29.72
23:04:08.745,54.0,187.4,110.15,151.61
23:04:08.745,99.0,152.9,-23.92,151.02
23:04:09.305,153.0,272.4,-242.71,123.67
23:04:09.305,198.0,153.4,-145.89,-47.4
23:04:09.305,243.0,176.9,-80.31,-157.62
23:04:09.305,288.0,202.8,62.67,-192.87
23:04:09.305,333.0,153.2,136.5,-69.55
23:04:09.305,18.0,224.2,213.23,69.28
23:04:09.305,63.0,165.3,75.04,147.28
23:04:09.305,108.0,158.7,-49.04,150.93
23:04:09.861,162.0,222.2,-211.32,68.66
23:04:09.861,207.0,153.2,-136.5,-69.55
23:04:09.861,252.0,202.8,-62.67,-192.87
23:04:09.861,297.0,177.9,80.76,-158.51
23:04:09.861,342.0,152.4,144.94,-47.09
23:04:09.861,27.0,273.4,243.6,124.12
23:04:09.861,72.0,158.7,49.04,150.93
23:04:09.861,117.0,165.3,-75.04,147.28
23:04:10.430,171.0,195.0,-192.6,30.5
23:04:10.430,216.0,147.8,-119.57,-86.87
23:04:10.430,261.0,237.4,-37.14,-234.48
23:04:10.430,306.0,167.2,98.28,-135.27
23:04:10.430,351.0,157.7,155.76,-24.67
23:04:10.430,36.0,255.2,206.46,150.0
23:04:10.430,81.0,150.9,23.61,149.04
23:04:10.430,126.0,187.4,-110.15,151.61
23:04:10.969,180.0,175.2,-175.2,0.0
23:04:10.969,225.0,157.3,-111.23,-111.23
23:04:10.969,270.0,301.0,-0.0,-301.0
23:04:10.969,315.0,157.3,111.23,-111.23
23:04:10.969,0.0,175.2,175.2,0.0
23:04:10.969,45.0,212.1,149.98,149.98
23:04:10.969,90.0,150.0,0.0,150.0
23:04:10.969,135.0,215.1,-152.1,152.1
23:04:11.545,189.0,159.7,-157.73,-24.98
23:04:11.545,234.0,163.2,-95.93,-132.03
23:04:11.545,279.0,240.4,37.61,-237.44
23:04:11.545,324.0,153.8,124.43,-90.4
23:04:11.545,9.0,192.0,189.64,30.04
23:04:11.545,54.0,182.4,107.21,147.56
23:04:11.545,99.0,151.9,-23.76,150.03
23:04:11.545,144.0,258.2,-208.89,151.77
23:04:12.086,198.0,152.4,-144.94,-47.09
23:04:12.086,243.0,179.9,-81.67,-160.29
23:04:12.086,288.0,199.8,61.74,-190.02
23:04:12.086,333.0,150.2,133.83,-68.19
23:04:12.086,18.0,227.2,216.08,70.21
23:04:12.086,63.0,165.3,75.04,147.28
23:04:12.086,108.0,157.7,-48.73,149.98
23:04:12.086,153.0,275.4,-245.38,125.03
23:04:12.625,207.0,151.2,-134.72,-68.64
23:04:12.625,252.0,200.8,-62.05,-190.97
23:04:12.625,297.0,181.9,82.58,-162.07
23:04:12.625,342.0,156.4,148.75,-48.33
23:04:12.625,27.0,275.4,245.38,125.03
23:04:12.625,72.0,159.7,49.35,151.88
23:04:12.625,117.0,168.3,-76.41,149.96
23:04:12.625,162.0,225.2,-214.18,69.59
23:04:13.165,216.0,149.8,-121.19,-88.05
23:04:13.165,261.0,240.4,-37.61,-237.44
23:04:13.165,306.0,161.2,94.75,-130.41
23:04:13.165,351.0,159.7,157.73,-24.98
23:04:13.165,36.0,256.2,207.27,150.59
23:04:13.165,81.0,151.9,23.76,150.03
23:04:13.165,126.0,182.4,-107.21,147.56
23:04:13.165,171.0,190.0,-187.66,29.72
23:04:13.704,225.0,153.3,-108.4,-108.4
23:04:13.704,270.0,299.0,-0.0,-299.0
23:04:13.704,315.0,153.3,108.4,-108.4
23:04:13.704,0.0,171.2,171.2,0.0
23:04:13.704,45.0,212.1,149.98,149.98
23:04:13.704,90.0,151.0,0.0,151.0
23:04:13.704,135.0,214.1,-151.39,151.39
23:04:13.704,180.0,173.2,-173.2,0.0
23:04:14.261,234.0,165.2,-97.1,-133.65
23:04:14.261,279.0,240.4,37.61,-237.44
23:04:14.261,324.0,149.8,121.19,-88.05
23:04:14.261,9.0,193.0,190.62,30.19
23:04:14.261,54.0,188.4,110.74,152.42
23:04:14.261,99.0,149.9,-23.45,148.05
23:04:14.261,144.0,258.2,-208.89,151.77
23:04:14.261,189.0,161.7,-159.71,-25.3
23:04:14.784,243.0,178.9,-81.22,-159.4
23:04:14.784,288.0,202.8,62.67,-192.87
23:04:14.784,333.0,147.2,131.16,-66.83
23:04:14.784,18.0,222.2,211.32,68.66
23:04:14.784,63.0,165.3,75.04,147.28
23:04:14.784,108.0,160.7,-49.66,152.83
23:04:14.784,153.0,274.4,-244.49,124.57
23:04:14.784,198.0,156.4,-148.75,-48.33
23:04:15.343,252.0,200.8,-62.05,-190.97
23:04:15.343,297.0,177.9,80.76,-158.51
23:04:15.343,342.0,151.4,143.99,-46.79
23:04:15.343,27.0,278.4,248.06,126.39
23:04:15.343,72.0,155.7,48.11,148.08
23:04:15.343,117.0,165.3,-75.04,147.28
23:04:15.343,162.0,227.2,-216.08,70.21
23:04:15.343,207.0,151.2,-134.72,-68.64
23:04:15.884,261.0,239.4,-37.45,-236.45
23:04:15.884,306.0,165.2,97.1,-133.65
23:04:15.884,351.0,157.7,155.76,-24.67
23:04:15.884,36.0,255.2,206.46,150.0
23:04:15.884,81.0,150.9,23.61,149.04
23:04:15.884,126.0,186.4,-109.56,150.8
23:04:15.884,171.0,193.0,-190.62,30.19
23:04:15.884,216.0,151.8,-122.81,-89.23
