Waktu,Sudut_Servo,Sensor_1,Sensor_2,Sensor_3,Sensor_4,Sensor_5,Sensor_6,Sensor_7,Sensor_8
02:02:47.882,0.0,36.2,27.7,54.3,56.6,56.8,49.3,93.5,2.3
02:02:48.328,5.0,36.2,27.7,44.4,56.7,56.8,49.2,93.1,2.3
02:02:48.772,10.0,34.4,27.7,44.0,56.7,56.8,49.3,93.1,2.3
02:02:49.222,15.0,37.4,28.6,44.0,56.7,56.7,49.3,93.4,2.3
02:02:49.663,20.0,33.9,28.6,44.0,61.1,52.4,49.2,93.0,2.3
02:02:50.111,25.0,36.0,29.4,44.0,56.4,52.8,49.2,93.0,2.3
02:02:50.554,30.0,33.4,29.9,44.0,60.3,51.9,50.2,92.6,2.3
02:02:51.001,35.0,40.4,29.2,44.0,60.7,51.4,49.8,92.1,2.3
02:02:51.443,40.0,39.9,28.3,44.0,60.7,51.7,49.8,92.1,2.3
02:02:51.888,45.0,39.9,28.3,44.0,60.7,50.9,49.8,92.1,2.3
02:02:52.333,50.0,39.5,28.3,44.0,60.7,51.2,49.8,92.0,2.3
02:02:52.790,55.0,39.0,28.3,44.0,61.0,50.4,49.8,92.0,2.3
02:02:53.222,60.0,34.2,27.4,44.0,60.6,50.7,50.3,91.5,2.3
02:02:53.667,65.0,30.8,27.4,54.9,60.1,49.9,50.3,91.6,2.3
02:02:54.114,70.0,31.6,27.4,54.9,60.1,50.2,50.0,91.5,2.3
02:02:54.557,75.0,30.2,27.4,54.4,60.1,50.2,50.0,91.5,2.3
02:02:55.002,80.0,31.0,27.4,54.4,60.1,50.2,50.8,91.4,2.3
02:02:55.447,85.0,31.0,27.4,54.4,60.1,50.5,50.5,91.4,2.3
02:02:55.892,90.0,30.5,27.4,54.4,60.1,50.5,50.5,91.0,2.3
02:02:56.337,95.0,30.5,28.0,54.4,60.1,50.0,51.0,91.0,2.3
02:02:56.786,100.0,30.0,28.0,54.4,60.1,50.0,89.2,91.0,2.3
02:02:57.233,105.0,30.0,27.1,53.9,59.7,50.0,89.3,91.0,2.3
02:02:57.682,110.0,29.4,28.0,53.9,59.7,49.5,89.3,91.0,2.3
02:02:58.133,115.0,29.4,28.0,53.6,59.7,49.5,89.4,91.0,2.3
02:02:58.578,120.0,30.2,28.0,53.6,59.7,49.9,89.4,91.0,2.0
02:02:59.024,125.0,30.2,28.0,52.7,59.7,49.9,89.8,90.9,2.3
02:02:59.472,130.0,29.7,28.0,52.7,60.1,49.9,90.3,91.0,2.3
02:02:59.920,135.0,29.7,35.4,51.9,60.1,49.9,90.4,91.0,2.3
02:03:00.370,140.0,29.2,32.0,52.7,60.1,48.9,90.0,91.0,2.3
02:03:00.816,145.0,29.2,30.7,52.7,59.7,48.9,90.5,91.4,2.3
02:03:01.263,150.0,29.2,30.7,51.5,59.7,48.9,90.5,91.4,2.3
02:03:01.716,155.0,29.2,29.9,52.7,59.7,48.9,90.6,91.8,2.3
02:03:02.160,160.0,29.2,29.9,53.6,59.7,49.3,90.6,91.5,2.3
02:03:02.607,165.0,29.4,29.9,53.6,60.1,49.3,91.0,91.9,2.3
02:03:03.056,170.0,28.6,29.9,53.6,60.5,49.3,91.1,91.9,2.3
02:03:03.503,175.0,28.6,29.2,53.6,60.5,49.7,91.6,92.4,2.3
02:03:03.951,180.0,29.4,29.2,53.6,60.1,50.0,92.5,92.4,2.3
02:03:04.400,185.0,28.9,29.2,53.6,60.2,48.7,92.9,92.3,2.3
02:03:04.848,190.0,28.9,29.2,53.6,60.2,48.3,93.4,92.4,2.3
02:03:05.297,195.0,28.9,29.7,53.2,60.3,48.3,93.4,92.4,2.3
02:03:05.744,200.0,28.0,29.7,53.2,60.2,48.3,94.3,92.9,2.3
02:03:06.192,205.0,28.0,28.9,53.2,60.3,48.7,93.9,92.8,2.3
02:03:06.639,210.0,28.9,28.9,53.2,60.7,48.7,94.4,92.8,2.0
02:03:07.087,215.0,28.3,29.4,53.2,62.1,48.7,93.9,92.8,2.0
02:03:07.535,220.0,28.3,29.4,53.2,62.1,48.7,93.5,93.3,2.0
02:03:07.984,225.0,28.3,28.6,53.7,61.2,48.7,94.0,93.3,0.0
02:03:08.432,230.0,28.3,28.6,53.7,61.2,48.7,94.0,93.3,2.3
02:03:08.881,235.0,27.4,29.9,53.7,60.4,48.7,94.4,93.3,2.3
02:03:09.327,240.0,28.3,29.2,53.7,62.2,48.7,93.7,93.3,2.0
02:03:09.777,245.0,28.3,29.2,53.4,69.6,48.7,93.3,93.3,2.3
02:03:10.224,250.0,28.6,29.2,54.3,63.7,49.1,94.2,93.5,2.0
02:03:10.673,255.0,27.7,29.7,54.3,61.5,48.7,95.1,93.9,2.0
02:03:11.121,260.0,27.7,28.9,53.9,60.7,48.7,94.4,93.9,2.3
02:03:11.568,265.0,27.7,28.9,53.9,60.7,48.7,93.9,94.3,0.0
02:03:12.016,270.0,27.7,29.4,54.4,60.2,48.7,94.3,94.0,2.0
02:03:12.466,275.0,27.7,29.4,54.4,60.2,48.7,96.9,94.4,2.0
02:03:12.916,280.0,27.7,29.4,54.4,69.1,48.7,102.6,94.4,2.0
02:03:13.361,285.0,27.7,29.9,54.9,61.2,48.7,94.2,100.9,0.0
02:03:13.808,290.0,27.7,29.9,55.0,62.4,48.7,93.7,100.8,2.0
02:03:14.257,295.0,27.7,30.5,55.4,60.1,48.7,93.7,100.8,0.0
02:03:14.706,300.0,27.7,44.5,56.3,59.7,49.7,95.9,100.8,2.3
02:03:15.156,305.0,27.7,55.2,56.0,67.6,48.7,101.6,100.8,2.0
02:03:15.609,310.0,28.0,55.2,56.5,62.8,50.0,106.8,100.7,2.3
02:03:16.056,315.0,28.0,54.6,56.4,56.4,50.0,94.0,100.7,2.3
02:03:16.508,320.0,28.9,43.1,62.6,70.2,49.7,93.6,100.7,2.3
02:03:16.956,325.0,29.4,43.1,56.6,52.9,49.7,93.1,100.7,2.0
02:03:17.404,330.0,29.4,43.1,56.6,52.4,49.3,93.1,100.7,2.3
02:03:17.852,335.0,29.4,43.1,61.0,52.4,49.3,92.6,100.7,2.0
02:03:18.303,340.0,27.4,43.1,61.0,51.8,49.3,92.5,100.7,0.0
02:03:18.752,345.0,27.4,43.1,61.0,51.4,49.3,92.1,100.6,2.0
02:03:19.196,350.0,27.4,43.1,61.3,51.3,49.3,92.1,100.6,2.0
02:03:19.644,355.0,27.5,43.1,60.8,51.3,49.9,91.6,100.6,2.0
02:03:28.891,0.0,50.0,92.3,100.5,34.6,29.3,41.6,56.4,2.3
02:03:29.337,5.0,50.0,92.8,100.5,34.6,29.3,42.1,56.4,2.3
02:03:29.784,10.0,50.0,92.3,100.5,35.9,29.3,41.6,61.0,2.3
02:03:30.232,15.0,49.9,92.3,100.5,40.7,29.0,42.1,60.2,2.3
02:03:30.680,20.0,49.9,92.2,100.5,40.3,28.1,42.1,60.6,2.3
02:03:31.128,25.0,50.0,92.3,100.5,39.8,28.1,42.5,60.6,2.3
02:03:31.577,30.0,49.9,92.2,100.0,39.8,28.1,43.0,61.0,2.3
02:03:32.026,35.0,50.5,91.8,100.0,39.8,27.2,43.4,61.0,2.3
02:03:32.474,40.0,50.5,91.8,100.5,39.4,27.2,43.4,61.0,2.3
02:03:32.921,45.0,50.1,91.8,100.5,38.9,27.2,43.4,60.6,2.3
02:03:33.368,50.0,50.1,91.8,100.5,38.5,27.2,43.4,60.6,2.3
02:03:33.817,55.0,51.0,91.8,100.5,31.5,27.2,54.3,60.2,2.3
02:03:34.265,60.0,50.6,91.7,100.5,31.0,27.2,54.3,60.2,2.3
02:03:34.716,65.0,89.3,91.7,100.5,31.0,27.2,54.3,60.2,2.3
02:03:35.169,70.0,89.4,91.2,100.0,30.4,27.2,54.6,60.6,2.3
02:03:35.618,75.0,89.4,91.2,100.0,30.4,26.9,54.6,60.9,2.3
02:03:36.069,80.0,89.8,91.2,92.7,29.9,27.2,54.6,60.5,2.3
02:03:36.517,85.0,89.9,91.2,86.3,29.9,26.9,45.6,60.0,2.3
02:03:36.967,90.0,89.9,91.2,85.8,30.7,26.9,45.2,60.5,2.3
02:03:37.415,95.0,90.0,91.2,85.4,30.7,26.9,44.8,60.0,2.3
02:03:37.865,100.0,90.0,91.6,85.3,30.2,26.9,44.8,60.0,2.3
02:03:38.314,105.0,90.5,91.2,85.3,30.2,27.8,44.4,60.1,2.3
02:03:38.762,110.0,90.6,91.2,84.8,29.7,27.8,44.0,60.5,2.3
02:03:39.212,115.0,90.6,91.2,84.8,29.7,27.8,54.6,60.5,3.6
02:03:39.663,120.0,90.7,91.6,80.2,29.1,28.7,54.6,60.5,2.3
02:03:40.115,125.0,90.7,92.0,80.2,29.1,30.1,53.7,60.9,3.6
02:03:40.566,130.0,91.2,92.5,70.7,29.9,29.3,53.7,60.2,3.6
02:03:41.012,135.0,91.2,92.0,64.6,29.4,29.3,53.7,60.2,3.6
02:03:41.461,140.0,92.1,92.1,65.0,29.4,29.3,53.8,60.2,2.3
02:03:41.912,145.0,92.6,92.6,67.2,29.4,29.3,53.8,60.2,2.3
02:03:42.359,150.0,93.0,92.5,63.6,29.4,29.8,53.8,60.2,2.3
02:03:42.807,155.0,93.1,92.9,63.6,29.4,29.0,53.4,60.2,3.6
02:03:43.259,160.0,93.5,92.6,64.1,28.8,28.1,53.4,60.2,2.3
02:03:43.706,165.0,93.6,92.6,63.1,28.8,29.0,53.4,60.6,3.6
02:03:44.155,170.0,94.0,93.0,63.1,28.8,29.0,53.4,60.6,3.6
02:03:44.603,175.0,94.4,93.5,63.1,29.7,29.5,53.4,61.0,3.6
