Waktu,Sudut_Servo,Sensor_1,Sensor_2,Sensor_3,Sensor_4,Sensor_5,Sensor_6,Sensor_7,Sensor_8
01:52:19.182,0.0,102.2,102.1,42.2,29.2,29.8,54.3,62.3,48.6
01:52:19.629,5.0,93.7,101.6,41.7,29.2,30.3,54.8,69.9,48.2
01:52:20.079,10.0,93.7,101.6,41.2,29.2,29.5,54.8,59.2,48.2
01:52:20.529,15.0,94.2,101.1,40.8,29.1,44.8,55.7,59.6,48.6
01:52:20.987,20.0,103.4,101.1,40.3,29.1,43.0,56.6,57.8,49.9
01:52:21.434,25.0,93.2,101.1,40.3,29.1,43.0,56.6,59.1,49.6
01:52:21.883,30.0,92.7,101.1,41.5,28.3,40.9,65.3,66.7,49.6
01:52:22.334,35.0,92.7,101.5,41.5,28.3,43.0,61.5,63.1,49.6
01:52:22.785,40.0,92.7,101.1,36.2,28.3,44.8,60.2,60.2,49.2
01:52:23.237,45.0,92.6,101.5,36.2,27.4,54.0,60.2,61.0,48.8
01:52:23.688,50.0,92.2,101.0,35.7,27.4,54.3,59.8,56.7,48.8
01:52:24.150,55.0,92.2,101.0,34.4,27.4,43.0,60.2,56.7,50.1
01:52:24.592,60.0,92.2,101.0,33.8,27.4,43.0,60.2,52.3,50.1
01:52:25.038,65.0,92.1,101.0,32.5,27.4,43.0,60.6,56.5,49.8
01:52:25.490,70.0,92.1,101.0,32.5,27.4,43.0,60.1,50.9,49.8
01:52:25.940,75.0,92.1,101.0,32.0,27.4,43.0,59.6,51.3,49.8
01:52:26.385,80.0,91.6,101.0,32.0,27.4,43.0,59.2,50.4,49.8
01:52:26.833,85.0,91.7,101.0,32.8,27.4,45.2,59.2,50.8,50.3
01:52:27.286,90.0,91.6,101.0,32.8,27.4,45.2,59.2,50.3,50.3
01:52:27.731,95.0,91.6,101.0,33.6,27.4,45.2,59.6,50.3,49.9
01:52:28.194,100.0,91.1,101.0,34.9,27.4,44.9,60.1,49.7,50.4
01:52:28.630,105.0,91.1,101.0,34.9,28.3,44.4,60.0,49.7,50.5
01:52:29.081,110.0,91.1,101.0,34.9,29.1,44.0,59.6,49.8,89.1
01:52:29.534,115.0,91.1,101.0,30.7,29.7,44.0,59.6,50.1,89.2
01:52:29.994,120.0,90.6,101.0,30.7,29.7,44.1,59.6,50.1,89.2
01:52:30.442,125.0,90.7,101.1,30.2,29.7,44.0,59.6,49.6,89.7
01:52:30.889,130.0,90.7,81.3,30.2,30.2,51.8,59.6,49.6,89.7
01:52:31.340,135.0,90.7,80.5,31.0,30.2,50.9,60.3,49.6,90.2
01:52:31.796,140.0,90.7,80.8,29.7,29.4,51.8,59.9,49.6,90.6
01:52:32.243,145.0,90.7,79.9,30.4,29.4,53.0,59.9,49.9,90.3
01:52:32.698,150.0,91.1,79.9,30.4,29.4,53.3,59.6,49.0,93.2
01:52:33.147,155.0,91.1,80.3,29.9,28.6,53.3,59.6,49.0,93.2
01:52:33.599,160.0,91.6,79.8,29.9,28.6,53.3,59.6,49.0,93.2
01:52:34.051,165.0,91.5,79.4,29.4,28.6,53.0,59.6,49.4,92.8
01:52:34.502,170.0,91.6,66.0,29.4,28.6,52.9,59.6,49.4,92.4
01:52:34.955,175.0,91.6,70.7,29.4,28.6,52.9,59.6,49.4,92.0
01:52:35.408,180.0,91.6,79.3,29.4,28.3,52.1,59.6,49.8,92.0
01:52:35.857,185.0,92.0,64.6,28.9,28.3,52.1,59.6,49.7,92.0
01:52:36.304,190.0,92.0,64.1,28.8,28.3,52.1,59.6,48.4,91.6
01:52:36.754,195.0,92.5,64.4,28.8,28.3,52.1,60.2,48.4,92.5
01:52:37.206,200.0,92.5,63.6,29.1,28.3,53.0,60.2,48.4,92.2
01:52:37.659,205.0,92.9,63.6,29.1,28.0,52.6,59.8,48.4,92.6
01:52:38.109,210.0,92.9,64.5,28.3,28.0,52.6,59.8,48.4,93.5
01:52:38.559,215.0,93.4,63.4,28.3,28.0,52.6,59.8,48.8,93.2
01:52:39.010,220.0,93.4,63.0,29.1,28.0,52.6,60.2,48.8,93.6
01:52:39.461,225.0,93.8,63.4,28.6,28.6,52.6,60.8,49.2,94.1
01:52:39.913,230.0,94.7,64.7,28.6,27.7,53.1,59.9,48.8,95.4
01:52:40.366,235.0,94.3,63.3,28.5,28.6,53.1,59.9,49.2,94.2
01:52:40.814,240.0,94.4,62.8,28.6,28.6,53.1,59.9,48.8,94.2
01:52:41.265,245.0,94.4,62.9,28.6,29.2,53.1,59.5,49.2,94.2
01:52:41.715,250.0,101.2,42.9,28.6,28.3,53.1,60.3,48.8,94.7
01:52:42.166,255.0,101.2,43.3,28.6,29.1,52.8,60.3,48.8,96.9
01:52:42.616,260.0,101.2,62.3,28.6,29.1,52.8,63.6,48.8,97.8
01:52:43.074,265.0,101.2,62.3,28.9,29.7,53.3,60.6,48.8,94.4
01:52:43.517,270.0,101.2,42.7,28.0,30.2,53.3,59.6,48.8,94.9
01:52:43.966,275.0,101.6,42.2,28.0,29.4,53.8,60.0,48.8,98.8
01:52:44.419,280.0,101.1,41.7,28.8,43.3,53.8,67.7,48.4,103.5
01:52:44.892,285.0,101.1,41.3,28.8,43.6,53.8,60.0,48.4,93.8
01:52:45.321,290.0,101.0,40.8,28.8,55.1,54.3,58.6,48.4,94.3
01:52:45.773,295.0,101.0,40.8,29.7,55.1,54.3,59.5,48.4,106.9
01:52:46.226,300.0,101.0,40.3,29.4,54.6,54.8,60.7,48.4,108.2
01:52:46.677,305.0,101.0,39.9,28.6,44.5,55.4,59.8,48.4,93.6
01:52:47.128,310.0,101.0,41.5,27.7,44.5,56.2,59.8,48.4,93.6
01:52:47.580,315.0,100.9,41.0,27.7,44.5,56.7,59.3,49.7,93.2
01:52:48.031,320.0,101.0,40.6,27.7,53.6,58.8,60.2,49.8,93.2
01:52:48.486,325.0,100.9,40.6,26.8,53.6,56.8,59.2,49.4,92.7
01:52:48.935,330.0,101.0,36.9,26.8,53.9,59.7,52.6,49.0,92.7
01:52:49.386,335.0,100.9,36.4,26.8,53.9,59.7,51.2,49.0,92.6
01:52:49.837,340.0,100.9,36.0,27.7,53.9,60.1,51.5,49.0,92.6
01:52:50.289,345.0,100.9,34.6,27.7,53.9,60.5,51.5,49.4,92.2
01:52:50.739,350.0,100.5,33.3,27.7,53.9,60.5,50.1,49.9,92.2
01:52:51.189,355.0,100.8,32.8,27.7,54.3,59.5,50.5,49.6,92.2
01:53:00.436,0.0,59.3,48.7,92.9,91.8,63.6,29.2,27.6,52.7
01:53:00.887,5.0,58.9,48.7,92.9,91.9,63.6,30.1,27.6,52.7
01:53:01.338,10.0,58.9,49.1,92.0,91.9,64.5,30.1,28.5,52.7
01:53:01.789,15.0,59.7,49.1,92.0,91.9,63.5,29.5,28.2,52.7
01:53:02.240,20.0,61.2,49.5,92.5,92.3,63.1,28.7,27.4,53.2
01:53:02.691,25.0,59.9,49.5,92.1,92.3,63.5,28.7,27.4,53.2
01:53:03.142,30.0,59.4,49.5,92.1,92.4,62.9,29.5,28.2,53.2
01:53:03.595,35.0,59.4,49.5,92.6,92.8,62.9,28.9,27.9,53.2
01:53:04.053,40.0,59.5,49.9,92.7,93.2,62.9,28.9,27.9,53.2
01:53:04.495,45.0,60.3,49.9,93.1,93.2,63.3,28.9,27.9,53.2
01:53:04.946,50.0,62.1,49.9,93.2,93.2,62.8,28.9,27.9,52.8
01:53:05.397,55.0,60.9,48.1,93.2,93.7,62.8,28.9,28.5,52.9
01:53:05.848,60.0,60.0,48.1,93.7,94.1,62.8,29.2,27.6,52.9
01:53:06.299,65.0,60.0,48.5,94.6,94.6,63.2,28.4,27.6,53.4
01:53:06.752,70.0,60.4,48.1,94.2,94.2,63.6,28.4,28.5,53.4
01:53:07.200,75.0,61.8,48.1,94.2,94.7,41.9,28.4,28.2,53.4
01:53:07.650,80.0,61.9,48.1,94.7,101.6,41.4,28.4,28.2,53.9
01:53:08.110,85.0,62.4,48.1,96.5,101.6,40.9,28.3,28.2,53.9
01:53:08.550,90.0,61.6,48.1,97.7,101.1,40.5,28.7,29.1,53.9
01:53:09.001,95.0,61.6,48.1,94.9,101.1,41.7,27.8,28.8,54.4
01:53:09.450,100.0,60.7,48.1,94.8,101.5,41.6,27.8,28.8,54.4
01:53:09.900,105.0,61.2,48.5,95.8,101.5,41.2,27.8,29.3,54.1
01:53:10.350,110.0,67.0,48.5,98.3,101.5,40.7,27.8,29.3,54.9
01:53:10.802,115.0,62.6,49.9,99.2,101.5,40.7,28.7,29.9,54.6
01:53:11.250,120.0,60.9,49.9,95.1,101.4,40.7,28.7,29.9,55.4
01:53:11.702,125.0,60.4,49.5,95.1,101.4,40.3,28.7,55.1,55.9
01:53:12.155,130.0,62.7,49.5,108.7,101.4,41.4,29.5,55.1,56.9
01:53:12.608,135.0,57.6,49.5,104.7,101.4,40.9,29.5,54.5,56.9
01:53:13.065,140.0,56.6,49.1,93.2,101.4,40.0,28.7,54.9,60.4
01:53:13.512,145.0,56.6,49.1,93.2,101.4,40.0,27.5,54.5,60.4
01:53:13.963,150.0,51.8,49.1,93.2,101.0,40.0,27.5,54.9,60.8
01:53:14.414,155.0,50.5,49.1,93.2,101.3,40.0,27.5,54.9,60.0
01:53:14.865,160.0,51.3,50.0,92.8,101.3,36.3,27.5,54.9,60.8
01:53:15.316,165.0,50.8,50.0,92.3,101.3,36.3,27.5,54.4,60.7
01:53:15.767,170.0,50.3,50.0,92.7,101.3,35.8,27.5,54.3,60.7
01:53:16.216,175.0,50.3,49.7,92.2,100.9,34.5,27.8,43.0,60.3
01:53:16.665,180.0,49.8,49.7,92.2,100.9,33.2,27.5,43.0,59.8
01:53:17.114,185.0,49.8,49.7,91.8,100.9,31.9,27.8,43.0,59.4
01:53:17.565,190.0,50.1,49.7,91.8,100.8,32.7,27.8,54.7,59.0
01:53:18.015,195.0,49.6,50.2,92.1,100.9,32.1,27.8,53.8,59.4
01:53:18.464,200.0,49.6,56.6,92.1,83.8,32.1,27.8,53.9,59.8
01:53:18.914,205.0,50.0,56.6,92.1,83.3,31.6,27.8,53.9,59.7
01:53:19.366,210.0,49.9,89.4,91.7,83.2,31.6,27.8,54.2,59.3
01:53:19.823,215.0,49.0,89.9,91.7,82.7,34.2,28.4,53.3,58.9
01:53:20.272,220.0,49.4,89.5,91.7,83.1,35.6,29.2,53.3,58.9
01:53:20.729,225.0,49.4,90.0,91.6,82.2,34.2,28.4,53.3,59.3
01:53:21.175,230.0,49.8,90.0,91.6,82.6,30.0,28.4,53.3,59.3
01:53:21.627,235.0,49.8,90.1,91.6,82.1,30.8,28.4,52.5,59.7
