Waktu,Sudut_Servo,Sensor_1,Sensor_2,Sensor_3,Sensor_4,Sensor_5,Sensor_6,Sensor_7,Sensor_8
17:37:25.393,63.5,26.9,56.6,57.5,73.2,72.2,89.4,95.1,31.5
17:37:25.449,59.8,26.9,56.8,59.5,60.7,73.9,89.3,95.4,34.4
17:37:25.645,56.2,27.5,56.6,83.8,60.5,74.0,89.2,81.3,29.2
17:37:25.859,52.5,26.3,56.2,83.8,59.1,72.8,88.8,79.7,28.0
17:37:26.071,48.9,27.8,56.2,83.5,59.0,71.6,88.5,62.6,27.7
17:37:26.282,45.2,27.5,55.8,84.1,59.6,72.2,88.5,61.0,27.2
17:37:26.494,41.6,28.1,56.3,84.8,58.7,74.1,89.6,59.0,26.6
17:37:26.707,38.0,30.0,56.5,71.5,59.3,74.4,91.5,39.6,27.5
17:37:26.922,34.4,29.8,56.6,72.3,72.3,89.6,95.1,36.3,27.7
17:37:27.129,30.7,44.5,57.3,64.1,72.6,88.9,95.0,34.1,26.9
17:37:27.343,27.1,44.8,84.7,72.2,73.5,88.8,95.1,32.5,27.4
17:37:27.556,23.4,44.8,84.1,59.4,74.4,88.8,81.4,30.4,26.3
17:37:27.768,19.7,44.8,83.8,60.1,73.6,88.8,80.6,28.8,27.7
17:37:27.980,16.1,56.2,84.3,58.8,72.5,87.9,61.9,29.4,27.5
17:37:28.192,12.5,55.4,84.8,58.9,71.8,87.9,60.8,28.0,28.0
17:37:28.404,8.8,55.9,85.4,58.8,73.6,88.5,59.6,27.4,27.7
17:37:28.616,5.2,56.4,84.3,59.0,75.6,89.5,58.6,26.8,28.3
17:37:28.827,1.6,56.6,84.2,59.5,89.7,95.3,37.4,26.8,30.1
17:37:29.044,0.0,56.8,72.2,60.5,89.6,95.1,37.7,26.8,56.7
17:37:29.256,0.0,56.8,73.0,72.5,89.5,95.1,37.2,26.8,57.1
17:37:29.472,0.0,56.8,73.0,72.5,89.5,95.1,37.7,26.8,56.7
17:37:29.687,0.0,56.8,73.1,72.5,89.5,95.1,37.2,27.6,57.1
17:37:29.898,0.0,56.8,73.1,72.5,89.5,95.1,37.2,26.8,30.5
17:37:30.111,0.0,56.8,73.5,72.5,89.5,95.1,37.2,26.8,30.5
17:37:30.324,3.8,56.8,74.0,72.4,89.5,95.1,37.6,26.8,30.1
17:37:30.536,7.7,56.8,74.4,61.8,90.5,95.6,37.4,26.8,28.9
17:37:30.751,11.5,56.7,84.2,59.5,75.8,90.8,58.6,26.8,30.1
17:37:30.961,15.3,56.0,84.4,59.0,76.0,88.6,59.6,27.4,28.9
17:37:31.172,19.1,56.4,86.3,58.9,73.1,88.0,60.7,27.9,27.1
17:37:31.385,22.9,55.9,84.8,58.8,72.1,87.9,61.9,28.2,27.5
17:37:31.596,26.7,56.2,84.3,58.9,72.4,88.8,81.5,29.4,27.2
17:37:31.810,30.6,56.2,84.2,59.4,74.1,89.2,95.1,34.6,27.1
17:37:32.023,34.4,44.8,84.2,60.0,73.9,88.9,95.4,31.7,27.5
17:37:32.237,38.2,44.8,60.2,61.4,72.6,89.0,95.5,37.0,26.9
17:37:32.451,42.1,44.4,57.8,71.8,72.3,89.6,95.2,37.7,27.4
17:37:32.662,45.9,29.0,56.6,73.6,59.3,74.0,90.9,58.9,26.6
17:37:32.874,49.8,28.7,56.3,72.1,59.1,73.2,89.0,59.6,27.2
17:37:33.089,53.6,28.1,55.8,84.1,59.6,72.2,88.0,61.2,27.7
17:37:33.300,57.4,27.5,56.2,84.4,59.5,71.6,88.4,79.6,28.9
17:37:33.512,61.2,27.8,56.6,83.9,59.1,72.8,88.8,80.7,30.1
17:37:33.726,65.1,26.3,55.8,83.8,59.6,73.9,89.3,95.1,34.4
17:37:33.944,68.9,27.5,56.3,60.1,60.2,73.4,88.9,95.1,31.6
17:37:34.152,72.7,26.9,56.9,58.0,73.4,61.4,89.0,95.4,36.0
17:37:34.368,76.6,26.9,56.8,56.9,74.2,59.8,88.8,95.5,38.8
17:37:34.583,80.4,26.9,29.7,56.6,70.5,59.3,75.7,90.4,58.8
17:37:34.794,84.3,26.6,28.6,56.0,82.9,58.7,73.2,89.3,59.8
17:37:35.003,88.1,27.2,28.9,55.5,83.9,59.0,72.2,88.4,60.5
17:37:35.217,91.9,27.8,28.3,55.8,83.7,59.4,72.1,88.8,75.3
17:37:35.429,95.7,28.1,26.8,56.3,83.6,58.7,73.2,89.6,81.0
17:37:35.649,99.6,29.2,27.1,44.9,84.0,58.8,74.4,89.7,95.2
17:37:35.853,103.4,30.0,27.4,44.8,61.9,60.2,73.1,89.8,94.9
17:37:36.067,107.2,32.9,26.5,57.0,57.7,72.5,61.3,89.5,95.2
17:37:36.286,111.0,36.5,27.4,29.9,56.6,71.7,59.8,90.1,95.4
17:37:36.493,114.9,37.7,27.4,29.6,56.3,70.5,59.2,131.3,89.7
17:37:36.707,118.7,59.3,27.1,28.5,56.1,82.9,59.0,73.1,88.7
17:37:36.916,122.5,59.5,27.7,28.6,56.1,83.9,58.6,72.1,88.2
17:37:37.131,126.3,60.7,28.8,28.2,55.6,83.7,59.0,72.8,88.6
17:37:37.343,130.1,76.3,29.9,26.8,56.5,83.6,59.2,74.0,89.0
17:37:37.552,134.0,95.3,34.4,27.1,45.1,60.0,59.3,74.3,89.0
17:37:37.768,137.8,95.2,31.5,26.5,44.6,58.2,60.7,73.4,89.1
17:37:37.977,141.6,95.2,35.9,26.5,44.2,56.7,72.9,60.8,89.7
17:37:38.188,145.4,94.9,36.6,26.5,29.7,56.8,71.3,61.0,91.6
17:37:38.401,149.2,95.4,59.2,27.1,29.4,56.2,71.9,60.5,74.9
17:37:38.613,153.1,89.3,60.2,28.0,29.7,55.7,84.8,59.1,72.9
17:37:38.824,156.9,88.8,61.3,28.3,27.4,55.2,84.7,59.1,71.8
17:37:39.035,160.7,88.2,67.1,28.8,28.6,46.1,83.7,59.0,72.2
17:37:39.248,164.5,89.0,95.4,29.1,27.4,44.2,83.6,60.0,73.4
17:37:39.462,168.3,89.0,95.3,33.6,27.4,44.6,63.4,72.8,74.2
17:37:39.674,172.2,89.0,95.3,32.0,26.8,44.6,59.2,64.6,73.2
17:37:39.885,176.0,88.7,95.3,36.4,26.8,31.6,57.1,83.6,61.0
17:37:40.097,179.8,89.7,95.3,37.1,26.8,29.3,56.5,84.0,59.5
17:37:40.310,180.0,90.8,95.4,57.4,26.8,28.1,56.3,83.6,59.4
17:37:40.523,180.0,104.9,95.4,57.4,26.8,28.1,56.3,76.0,59.4
17:37:40.737,180.0,104.9,95.4,57.4,26.8,28.1,56.3,76.0,59.4
17:37:40.951,180.0,105.3,95.4,57.4,26.8,28.1,56.3,84.0,59.4
17:37:41.165,180.0,105.3,95.5,57.4,26.8,28.1,56.3,84.0,59.4
17:37:41.378,180.0,104.9,95.4,57.4,26.8,28.1,56.3,76.5,59.4
17:37:41.592,176.3,105.3,95.4,57.4,26.8,28.1,56.3,83.6,61.3
17:37:41.804,172.7,93.4,95.4,38.4,26.8,30.0,56.5,83.9,60.0
17:37:42.016,169.0,89.8,95.3,36.2,26.8,30.3,58.1,83.1,72.4
17:37:42.230,165.4,88.8,95.3,33.8,26.8,44.7,59.0,72.5,73.6
17:37:42.443,161.7,88.6,95.3,31.5,27.7,44.6,84.0,60.0,73.7
17:37:42.656,158.1,89.0,95.3,30.2,26.5,44.6,84.4,59.5,73.0
17:37:42.868,154.5,89.0,95.8,29.1,27.1,46.9,84.2,59.5,71.8
17:37:43.080,150.8,88.2,67.1,28.0,27.7,55.2,84.2,59.0,71.9
17:37:43.291,147.2,88.6,61.7,28.6,29.1,55.7,83.9,59.1,73.4
17:37:43.503,143.6,89.2,60.6,28.0,29.7,56.2,71.5,60.1,75.0
