Waktu,Sudut_Servo,Sensor_1,Sensor_2,Sensor_3,Sensor_4,Sensor_5,Sensor_6,Sensor_7,Sensor_8
17:01:48.983,0.0,56.9,109.8,102.6,23.6,16.1,52.1,53.7,51.8
17:01:49.431,5.0,56.9,109.8,102.1,23.6,16.1,52.1,56.2,52.0
17:01:49.881,10.0,56.9,109.8,102.5,21.5,16.1,52.4,56.7,51.3
17:01:50.336,15.0,108.6,109.8,102.1,21.5,16.1,51.5,56.7,52.7
17:01:50.789,20.0,70.2,110.7,102.5,21.5,16.1,49.8,74.3,54.2
17:01:51.240,25.0,62.4,111.9,102.6,20.5,16.1,49.8,56.7,57.4
17:01:51.695,30.0,109.1,123.4,102.6,20.5,16.1,49.8,55.0,54.1
17:01:52.150,35.0,63.8,123.0,102.6,20.5,16.1,50.1,54.7,54.6
17:01:52.603,40.0,109.0,111.1,102.5,20.9,16.1,50.2,72.9,54.0
17:01:53.057,45.0,109.0,110.6,102.6,20.9,16.1,50.2,73.2,54.0
17:01:53.512,50.0,109.4,109.8,102.5,20.8,16.1,49.2,56.5,54.0
17:01:53.965,55.0,109.9,109.7,102.2,22.1,17.1,49.2,55.2,55.9
17:01:54.422,60.0,109.4,109.7,102.1,23.0,17.1,49.6,56.5,57.0
17:01:54.875,65.0,109.1,110.2,102.1,23.9,17.1,49.6,56.5,57.0
17:01:55.329,70.0,109.0,111.5,102.1,20.5,17.1,49.6,72.7,56.4
17:01:55.789,75.0,109.5,111.9,102.1,19.6,16.8,47.8,72.7,54.7
17:01:56.238,80.0,109.5,111.5,102.2,19.6,16.8,47.8,56.4,54.7
17:01:56.691,85.0,109.9,106.5,102.6,19.6,16.8,47.8,54.2,54.4
17:01:57.146,90.0,115.7,108.6,102.6,19.6,16.8,48.2,56.4,56.1
17:01:57.599,95.0,115.7,107.2,91.8,19.6,16.8,48.2,56.6,56.3
17:01:58.054,100.0,115.3,106.3,102.7,19.6,16.4,48.2,54.0,55.9
17:01:58.507,105.0,115.7,106.2,81.6,19.9,16.4,48.2,53.5,55.1
17:01:58.966,110.0,116.2,105.8,102.7,19.9,16.4,48.6,53.3,55.6
17:01:59.415,115.0,116.6,105.3,102.3,19.9,16.4,48.6,52.0,54.6
17:01:59.868,120.0,116.6,105.2,81.7,21.2,16.4,48.6,54.0,55.1
17:02:00.321,125.0,116.3,104.8,81.6,21.5,16.1,49.0,53.7,55.4
17:02:00.774,130.0,116.3,104.8,80.7,19.2,16.1,49.0,53.7,54.9
17:02:01.227,135.0,115.8,104.7,80.3,18.3,16.1,46.8,52.7,54.9
17:02:01.679,140.0,116.7,104.6,80.3,18.3,17.1,49.0,52.1,54.9
17:02:02.136,145.0,117.2,104.6,79.0,18.3,17.1,46.8,52.6,54.9
