Waktu,Sudut_Servo,Sensor_1,Sensor_2,Sensor_3,Sensor_4,Sensor_5,Sensor_6,Sensor_7,Sensor_8
16:51:31.811,12.2,48.7,56.8,74.8,29.1,27.5,16.1,56.4,21.5
16:51:32.011,15.8,56.4,56.8,75.3,24.8,16.1,24.9,36.1,36.0
16:51:32.212,19.5,48.1,56.3,81.7,27.1,16.4,16.1,56.4,22.2
16:51:32.417,23.1,48.9,49.9,106.7,76.3,16.4,24.6,25.6,21.2
16:51:32.621,26.8,43.2,48.9,107.3,74.4,16.4,24.9,26.2,22.5
16:51:32.827,30.5,43.0,49.7,107.8,73.9,16.4,26.3,25.6,22.5
16:51:33.031,34.2,42.8,55.3,108.5,73.4,16.1,17.1,24.2,23.1
16:51:33.241,37.9,41.8,50.7,197.5,73.4,17.1,18.4,23.3,44.5
16:51:33.446,41.7,39.8,49.8,56.6,73.4,17.7,17.4,24.8,46.6
16:51:33.644,45.3,21.9,49.7,55.1,74.1,19.3,16.4,16.0,43.7
16:51:33.846,48.9,21.6,58.3,55.8,75.1,23.4,17.1,24.4,38.1
16:51:34.050,52.5,38.6,64.0,53.6,76.2,25.8,16.4,17.0,56.6
16:51:34.253,56.2,23.4,47.5,56.4,80.9,75.4,16.4,16.7,26.3
16:51:34.458,59.9,20.3,48.3,52.0,107.5,73.9,16.4,25.6,26.0
16:51:34.662,63.5,21.7,42.9,51.7,107.7,72.5,16.4,26.8,25.4
16:51:34.867,67.2,22.5,41.9,56.6,109.2,72.9,16.1,17.0,23.9
16:51:35.077,70.9,23.1,41.0,50.3,197.4,72.5,16.7,19.5,25.1
16:51:35.280,74.7,45.0,40.1,57.7,56.4,73.4,18.4,17.3,16.7
16:51:35.483,78.4,43.2,36.2,50.1,56.3,74.0,29.5,16.3,24.5
16:51:35.684,82.0,47.2,21.5,50.0,56.3,75.1,29.2,17.9,25.4
16:51:35.885,85.6,36.8,20.9,50.7,53.2,77.1,29.8,16.3,16.7
16:51:36.090,89.2,34.7,23.3,48.0,49.6,106.5,74.9,16.3,16.1
16:51:36.295,92.9,25.7,21.2,44.0,49.6,107.1,73.9,16.3,25.4
16:51:36.498,96.6,26.0,21.2,41.7,50.8,107.7,73.4,16.0,16.4
16:51:36.703,100.3,25.7,24.2,41.9,54.3,108.4,73.4,16.0,16.4
16:51:36.904,104.0,24.3,23.9,39.8,49.6,57.0,73.8,16.7,18.0
16:51:37.105,107.6,25.5,47.7,38.9,49.6,56.8,73.9,18.3,18.0
16:51:37.309,111.2,23.7,44.1,37.1,50.3,57.1,74.1,29.9,17.0
16:51:37.512,114.8,25.5,56.6,21.2,18.3,57.0,75.6,29.1,16.7
16:51:37.707,118.5,24.6,36.6,21.8,18.0,19.3,80.2,30.3,16.1
16:51:37.911,122.0,16.8,35.9,25.1,44.8,21.3,107.0,76.2,16.1
16:51:38.112,125.7,16.1,26.5,22.1,21.8,17.7,107.5,75.6,16.1
16:51:38.319,129.3,24.6,26.0,22.1,44.5,17.1,108.1,74.7,17.0
