Waktu,Sudut_Servo,Sensor_1,Sensor_2,Sensor_3,Sensor_4,Sensor_5,Sensor_6,Sensor_7,Sensor_8
01:55:42.825,0.0,49.0,98.4,93.4,41.0,27.8,27.8,53.8,61.7
01:55:43.273,5.0,49.0,97.6,93.8,41.0,27.8,27.8,53.3,61.7
01:55:43.723,10.0,49.0,96.8,94.2,40.5,27.8,27.8,53.8,60.0
01:55:44.173,15.0,49.0,97.3,93.4,40.5,27.8,27.8,53.8,60.0
01:55:44.623,20.0,49.0,98.2,93.4,42.6,27.8,28.7,53.5,59.6
01:55:45.072,25.0,49.0,99.5,94.3,40.8,27.8,28.4,53.5,64.4
01:55:45.531,30.0,49.0,99.1,94.3,40.8,27.8,28.4,54.0,64.4
01:55:45.973,35.0,49.0,100.0,95.6,40.3,27.8,28.4,54.0,64.9
01:55:46.424,40.0,48.6,104.2,94.8,42.4,28.1,29.8,54.0,61.5
01:55:46.876,45.0,48.6,125.3,95.7,41.9,28.1,29.8,54.5,60.7
01:55:47.328,50.0,48.6,124.9,101.5,41.0,28.1,41.6,54.5,60.3
01:55:47.781,55.0,49.0,94.3,101.0,40.5,28.1,54.5,55.0,60.7
01:55:48.236,60.0,50.0,94.8,101.0,40.1,29.0,54.5,55.5,65.7
01:55:48.686,65.0,49.9,104.4,100.9,40.1,29.0,54.8,55.5,64.4
01:55:49.141,70.0,49.6,104.0,101.0,39.6,28.7,43.2,63.3,64.4
01:55:49.589,75.0,49.6,93.3,101.0,41.2,27.8,43.2,56.5,63.1
01:55:50.041,80.0,49.6,93.3,100.9,40.7,26.9,43.2,56.5,57.0
01:55:50.491,85.0,49.6,92.9,100.9,40.8,26.9,45.0,59.5,56.6
01:55:50.944,90.0,49.6,92.9,100.9,39.8,26.9,53.8,60.3,56.6
01:55:51.395,95.0,50.1,92.4,100.9,35.4,26.9,53.8,61.6,51.8
01:55:51.843,100.0,50.1,92.7,100.9,32.8,26.9,43.2,63.5,51.3
01:55:52.293,105.0,50.1,92.3,100.9,32.3,26.9,43.2,59.7,50.8
01:55:52.742,110.0,49.8,92.3,101.0,31.7,26.0,43.2,59.8,50.3
01:55:53.190,115.0,49.8,92.3,100.9,31.7,26.1,43.2,60.2,50.3
01:55:53.641,120.0,50.3,92.7,100.9,31.2,26.9,53.3,60.2,50.6
01:55:54.090,125.0,50.3,92.7,100.9,31.2,26.9,53.3,60.6,50.6
01:55:54.558,130.0,50.8,92.2,100.9,32.0,26.9,53.3,60.2,50.1
01:55:55.013,135.0,50.8,91.8,100.9,32.0,26.9,53.6,60.2,50.1
01:55:55.443,140.0,51.3,92.2,100.9,33.3,26.9,53.6,60.2,50.5
01:55:55.898,145.0,90.0,91.8,100.9,34.6,26.9,53.6,60.2,49.9
01:55:56.347,150.0,90.5,92.2,100.6,30.4,26.9,53.6,60.2,49.9
01:55:56.813,155.0,90.1,91.8,100.5,30.4,26.9,53.6,60.2,49.9
01:55:57.259,160.0,90.1,92.1,100.5,29.9,27.8,53.6,60.2,49.9
01:55:57.705,165.0,91.0,91.7,80.6,29.9,29.3,53.6,60.2,49.4
01:55:58.171,170.0,91.1,91.7,101.0,29.4,29.3,53.6,60.2,49.8
01:55:58.612,175.0,93.5,92.1,79.7,29.4,28.4,53.6,60.0,49.8
01:55:59.067,180.0,93.6,92.1,80.0,30.2,28.4,53.6,59.8,49.8
01:55:59.515,185.0,93.5,92.1,79.6,29.7,28.4,53.6,59.8,49.8
01:55:59.967,190.0,93.5,92.6,79.1,29.7,28.4,53.6,60.2,49.2
01:56:00.420,195.0,93.2,92.6,64.8,29.6,28.4,53.6,60.2,49.2
01:56:00.870,200.0,92.3,92.6,64.8,29.1,28.1,53.6,60.2,49.2
01:56:01.329,205.0,91.9,92.6,63.8,29.1,27.2,52.8,60.2,49.2
01:56:01.771,210.0,92.0,93.0,64.7,29.1,27.2,52.7,59.8,49.2
01:56:02.222,215.0,92.5,93.0,67.2,28.5,28.1,52.4,59.7,49.6
01:56:02.674,220.0,92.6,93.5,63.2,28.6,27.8,52.4,59.8,49.6
01:56:03.131,225.0,93.0,93.5,63.2,28.6,26.9,52.4,59.7,49.6
01:56:03.574,230.0,93.5,93.6,63.5,28.8,27.8,52.4,60.2,49.9
01:56:04.025,235.0,93.5,93.6,63.1,28.0,27.8,52.4,61.0,49.6
01:56:04.477,240.0,94.0,93.6,63.1,28.0,27.5,53.3,60.7,49.9
01:56:04.933,245.0,94.4,94.0,63.1,28.0,27.5,53.3,60.3,49.9
01:56:05.381,250.0,94.1,94.0,63.5,28.0,27.5,53.3,60.3,49.9
01:56:05.832,255.0,94.5,94.5,62.5,28.0,27.5,52.9,61.7,48.6
01:56:06.283,260.0,96.2,94.1,62.5,28.3,27.2,52.9,60.9,48.6
01:56:06.734,265.0,98.0,94.6,62.5,28.3,27.2,52.9,60.5,48.6
01:56:07.185,270.0,95.5,95.0,62.5,27.4,28.1,53.4,60.9,48.6
01:56:07.635,275.0,94.7,101.8,42.8,27.4,27.8,53.4,67.5,48.6
01:56:08.085,280.0,96.4,102.1,41.9,27.4,27.8,53.4,61.4,48.6
01:56:08.535,285.0,98.6,102.0,41.5,27.4,27.8,53.1,61.0,48.6
01:56:08.985,290.0,101.2,101.6,41.0,27.4,28.4,53.9,61.0,49.9
01:56:09.435,295.0,94.1,101.6,43.0,28.3,28.4,53.6,61.9,49.9
01:56:09.885,300.0,94.9,101.2,42.1,27.7,29.3,53.6,68.1,49.6
01:56:10.336,305.0,108.5,101.1,42.2,27.7,29.3,54.1,68.1,49.6
01:56:10.787,310.0,109.3,101.2,41.2,27.7,29.8,54.1,62.6,49.6
01:56:11.237,315.0,94.3,101.5,40.8,27.7,29.8,54.1,61.3,49.6
01:56:11.687,320.0,93.0,101.5,40.3,28.6,29.5,54.6,59.6,49.6
01:56:12.140,325.0,93.0,101.4,39.8,28.6,42.8,55.2,58.8,49.6
01:56:12.592,330.0,93.8,101.4,39.9,29.4,43.2,55.2,70.1,49.2
01:56:13.043,335.0,92.9,101.0,41.0,28.3,43.2,55.7,57.8,49.2
01:56:13.493,340.0,92.9,101.0,41.0,27.4,42.3,56.5,61.4,49.2
01:56:13.945,345.0,92.8,101.0,36.2,27.4,41.9,56.6,58.1,49.2
01:56:14.396,350.0,92.8,101.0,40.5,27.4,41.8,56.6,56.4,50.1
01:56:14.846,355.0,92.4,101.0,35.1,26.5,42.3,60.8,57.6,50.1
01:56:24.095,0.0,52.5,60.9,48.7,93.8,93.4,63.7,27.9,27.7
01:56:24.546,5.0,53.4,62.7,48.7,93.8,93.0,63.3,27.9,26.9
01:56:24.998,10.0,53.0,60.6,48.7,94.4,93.0,63.3,27.9,27.7
01:56:25.448,15.0,53.0,60.2,48.7,94.3,93.0,63.7,27.9,27.8
01:56:25.899,20.0,53.0,60.6,48.7,94.8,93.4,62.7,28.2,27.5
01:56:26.350,25.0,53.1,60.6,48.7,94.8,93.4,62.7,28.2,27.5
01:56:26.801,30.0,53.0,61.1,49.1,97.3,93.1,62.7,28.2,27.5
01:56:27.253,35.0,53.6,70.1,49.1,97.8,93.1,62.7,28.2,27.5
01:56:27.706,40.0,53.6,70.1,49.1,98.2,93.1,62.7,28.2,28.3
01:56:28.156,45.0,53.5,70.1,49.1,98.8,93.1,43.2,28.2,28.3
01:56:28.607,50.0,53.5,62.6,48.7,94.6,93.2,40.9,27.4,28.0
01:56:29.059,55.0,53.2,62.2,48.7,94.5,93.2,40.9,27.4,28.0
01:56:29.507,60.0,54.1,61.7,48.7,97.5,92.4,40.0,27.4,29.5
01:56:29.957,65.0,53.7,62.2,48.7,99.3,92.8,40.0,28.2,28.6
01:56:30.409,70.0,54.2,69.1,48.7,93.9,93.7,41.1,28.2,30.1
01:56:30.858,75.0,54.2,68.7,48.7,94.8,93.7,40.2,27.6,29.2
01:56:31.308,80.0,54.2,65.0,48.7,97.8,92.9,39.7,27.6,29.2
01:56:31.760,85.0,54.8,64.6,48.7,125.1,93.4,39.7,28.5,44.3
01:56:32.212,90.0,54.8,63.7,49.1,94.2,94.3,41.8,28.5,54.2
01:56:32.664,95.0,55.3,69.1,49.6,93.8,95.1,40.9,28.5,54.6
01:56:33.116,100.0,55.3,68.7,49.6,93.7,95.2,36.5,28.5,53.7
01:56:33.571,105.0,56.6,58.9,49.6,94.5,95.6,36.5,29.4,53.7
01:56:34.020,110.0,56.6,57.7,49.6,95.0,100.9,40.4,29.1,45.2
01:56:34.471,115.0,56.6,56.8,49.6,104.3,100.8,40.0,28.2,42.9
01:56:34.922,120.0,56.8,61.7,49.6,93.6,100.8,39.5,27.4,42.9
01:56:35.379,125.0,56.8,56.6,49.3,93.6,100.8,39.1,27.4,42.9
01:56:35.825,130.0,60.9,56.6,49.3,93.1,101.2,36.7,26.5,54.4
01:56:36.286,135.0,60.5,57.5,49.3,93.1,101.1,36.3,26.5,54.4
01:56:36.728,140.0,60.9,56.5,49.8,92.7,100.8,33.7,26.5,53.9
01:56:37.180,145.0,60.9,52.6,49.8,92.6,100.8,33.7,26.5,53.9
01:56:37.631,150.0,60.3,51.8,49.8,92.6,100.8,33.2,26.5,42.9
01:56:38.079,155.0,59.9,52.1,49.8,92.1,100.8,31.8,26.5,42.9
01:56:38.530,160.0,59.9,51.6,49.8,92.1,100.8,31.3,26.5,42.9
01:56:38.980,165.0,59.9,50.7,49.8,91.7,100.8,31.3,26.5,53.4
01:56:39.432,170.0,59.9,51.1,50.3,91.7,100.8,31.3,26.5,53.4
01:56:39.899,175.0,59.9,50.2,50.3,92.0,100.8,30.8,26.5,53.4
01:56:40.340,180.0,59.5,50.6,50.3,91.6,100.7,30.8,26.5,53.4
01:56:40.789,185.0,59.5,50.6,50.8,91.6,82.8,31.6,26.5,53.3
