Waktu,Sudut_Servo,Sensor_1,Sensor_2,Sensor_3,Sensor_4,Sensor_5,Sensor_6,Sensor_7,Sensor_8
18:52:17.279,12.2,50.0,68.2,91.8,101.4,34.8,30.1,44.8,57.6
18:52:17.493,15.9,50.4,68.2,91.4,101.4,35.8,30.1,42.6,59.3
18:52:17.700,19.8,54.0,69.5,92.0,101.4,41.2,29.2,43.4,57.3
18:52:17.913,23.6,57.0,72.1,102.9,101.9,42.6,29.2,43.4,57.0
18:52:18.124,27.4,56.7,67.5,93.4,101.5,37.9,29.8,33.8,56.7
18:52:18.333,31.2,56.7,66.3,70.9,93.1,41.6,31.3,31.4,55.3
18:52:18.542,35.0,56.6,50.2,69.5,91.7,43.6,30.5,30.4,54.2
18:52:18.755,38.7,56.7,49.7,66.8,91.3,66.1,30.3,29.3,53.7
18:52:18.962,42.5,67.9,49.7,65.3,91.2,66.2,30.8,29.6,54.1
18:52:19.170,46.3,64.1,50.0,65.2,91.5,66.4,31.9,29.1,53.5
18:52:19.381,50.0,70.3,49.7,65.9,91.5,78.9,31.6,29.3,53.5
18:52:19.592,53.8,78.5,49.3,66.3,91.4,84.1,32.6,30.2,53.9
18:52:19.802,57.6,78.9,50.2,67.0,91.1,101.5,34.2,29.6,43.4
18:52:20.014,61.4,78.4,49.9,67.1,91.6,101.8,34.0,29.6,44.2
18:52:20.228,65.2,78.4,52.1,67.9,91.6,101.4,36.7,29.1,44.1
18:52:20.439,69.0,61.8,67.1,56.6,91.4,101.8,37.6,29.6,43.1
18:52:20.650,72.8,59.4,73.4,56.0,92.0,93.7,37.0,29.6,45.0
18:52:20.860,76.7,57.4,67.1,50.3,93.0,92.3,40.7,30.9,31.8
18:52:21.070,80.5,56.2,70.9,49.8,70.6,91.3,44.0,30.9,30.8
18:52:21.278,84.2,54.3,75.2,48.9,67.9,90.8,44.2,30.2,30.5
18:52:21.487,88.0,54.2,79.9,48.9,66.5,90.8,65.6,30.6,29.5
18:52:21.697,91.7,54.5,79.3,48.9,65.5,90.7,66.7,31.7,29.7
18:52:21.906,95.5,54.0,79.5,49.3,66.2,91.5,68.1,31.4,29.2
18:52:22.116,99.3,54.0,78.6,49.3,66.2,91.5,80.6,32.0,30.1
18:52:22.328,103.1,53.5,79.4,48.9,66.5,91.5,85.9,33.5,29.5
18:52:22.544,106.9,54.3,78.8,49.8,66.9,91.1,101.8,35.1,30.3
18:52:22.750,110.7,44.2,79.3,50.3,68.5,90.8,101.8,34.8,29.7
18:52:22.963,114.5,45.0,78.8,56.5,68.9,91.7,101.4,38.4,29.7
18:52:23.175,118.3,42.3,78.9,56.5,68.2,93.6,101.8,42.1,29.7
18:52:23.386,122.1,43.6,59.2,56.6,56.6,73.0,93.3,42.3,29.5
18:52:23.595,125.9,33.7,57.2,57.2,50.5,71.5,91.9,43.8,31.6
18:52:23.803,129.7,32.1,55.7,75.0,49.5,69.2,91.4,44.0,30.3
18:52:24.021,133.4,31.1,54.7,78.7,49.5,66.5,91.3,65.5,30.1
18:52:24.224,137.2,30.0,54.1,79.8,49.8,65.1,91.2,66.5,30.5
18:52:24.438,141.0,29.8,53.6,77.1,49.8,64.9,91.5,77.3,31.0
18:52:24.646,144.8,29.3,54.0,79.9,49.5,65.8,91.5,78.8,31.3
18:52:24.858,148.6,30.0,54.3,78.2,49.1,66.1,91.5,84.5,32.3
18:52:25.074,152.4,29.5,54.3,78.9,50.0,67.6,91.5,101.8,37.4
18:52:25.282,156.2,30.3,54.3,78.5,49.6,67.2,91.2,101.8,35.0
18:52:25.496,160.1,29.8,43.7,78.8,56.4,57.4,92.2,101.3,36.0
18:52:25.708,163.9,29.8,55.3,58.7,56.6,56.7,92.7,101.8,42.3
18:52:25.921,167.7,29.0,44.5,58.0,56.7,50.5,92.8,93.7,36.7
18:52:26.134,171.5,30.3,36.6,57.3,67.2,50.0,72.9,92.3,40.9
18:52:26.339,175.3,31.6,32.6,55.3,73.5,49.1,68.0,91.3,43.7
18:52:26.546,179.1,30.3,31.0,54.3,73.9,49.9,66.6,91.2,43.9
18:52:26.762,180.0,30.3,29.9,53.7,76.2,48.1,65.6,91.1,65.8
18:52:26.967,180.0,30.0,29.9,54.1,74.6,48.1,65.6,91.1,65.8
